capability_id,capability_name,source_evidenced,service_evidenced,endpoint_evidenced,real_data_evidenced,calculation_evidenced,test_evidenced,ui_evidenced,runtime_evidenced,passed_dimension_count,total_dimension_count,remaining_gaps,recalculated_status,priority,existing_coverage_state,data_state,last_verified_at
CAP-7EEC4AB2500E,Ndsp User Login Gateway,true,true,true,true,true,true,false,false,6,7,UI,PARTIALLY_EVIDENCED,P3_UI,API_CONNECTED,REAL_SNAPSHOT,2026-07-31T22:08:07Z
CAP-846435C78CD1,Ndsp User Login Gateway,true,true,true,true,true,true,false,false,6,7,UI,PARTIALLY_EVIDENCED,P3_UI,API_CONNECTED,REAL_SNAPSHOT,2026-07-31T22:08:07Z
CAP-8D64F6304F2E,Ndsp User Login Gateway,true,true,true,true,true,true,false,false,6,7,UI,PARTIALLY_EVIDENCED,P3_UI,API_CONNECTED,REAL_SNAPSHOT,2026-07-31T22:08:07Z
CAP-A294A80A744D,Ndsp User Login Gateway,true,true,true,true,true,true,false,false,6,7,UI,PARTIALLY_EVIDENCED,P3_UI,API_CONNECTED,REAL_SNAPSHOT,2026-07-31T22:08:07Z
CAP-A810F8810A25,Ndsp User Login Gateway,true,true,true,true,true,true,false,false,6,7,UI,PARTIALLY_EVIDENCED,P3_UI,API_CONNECTED,REAL_SNAPSHOT,2026-07-31T22:08:07Z
CAP-A8D586B30335,Ndsp User Login Gateway,true,true,true,true,true,true,false,false,6,7,UI,PARTIALLY_EVIDENCED,P3_UI,API_CONNECTED,REAL_SNAPSHOT,2026-07-31T22:08:07Z
CAP-3F820FC0AC86,Ndsp User Portal Final Experience V1 One Script,true,false,true,true,true,true,true,false,6,7,SERVICE,PARTIALLY_EVIDENCED,P0_CRITICAL,UI_PARTIAL,REAL_LIVE,2026-08-01T11:05:40.796869+00:00
CAP-4B8CAC6792AE,Ndsp User Portal Final Experience V1 One Script,true,false,true,true,true,true,true,false,6,7,SERVICE,PARTIALLY_EVIDENCED,P0_CRITICAL,API_CONNECTED,REAL_LIVE,2026-08-01T11:05:40.796869+00:00
CAP-AD97D3157EBD,Ndsp User Portal Final Experience V1 One Script,true,false,true,true,true,true,true,false,6,7,SERVICE,PARTIALLY_EVIDENCED,P0_CRITICAL,API_CONNECTED,REAL_LIVE,2026-08-01T11:05:40.796869+00:00
CAP-B2ADCE8E14C1,Ndsp User Portal Final Experience V1 One Script,true,false,true,true,true,true,true,false,6,7,SERVICE,PARTIALLY_EVIDENCED,P0_CRITICAL,API_CONNECTED,REAL_LIVE,2026-08-01T11:05:40.796869+00:00
CAP-E4980A40032A,Ndsp User Portal Final Experience V1 One Script,true,false,true,true,true,true,true,false,6,7,SERVICE,PARTIALLY_EVIDENCED,P0_CRITICAL,API_CONNECTED,REAL_LIVE,2026-08-01T11:05:40.796869+00:00
CAP-242A581E1E52,Ndsp Write Alert State,true,true,true,true,true,true,false,false,6,7,UI,PARTIALLY_EVIDENCED,P3_UI,UI_PARTIAL,REAL_SNAPSHOT,2026-07-31T22:08:07Z
CAP-753A055CFA5A,Ndsp Write Alert State,true,true,true,true,true,true,false,true,6,7,UI,PARTIALLY_EVIDENCED,P3_UI,UI_PARTIAL,REAL_SNAPSHOT,2026-07-31T23:17:31Z
CAP-033B90B3A316,Nowpayments Create Alias,true,false,true,true,true,true,true,false,6,7,SERVICE,PARTIALLY_EVIDENCED,P0_CRITICAL,API_CONNECTED,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-329C5FE62399,Nowpayments Create Alias,true,false,true,true,true,true,true,false,6,7,SERVICE,PARTIALLY_EVIDENCED,P0_CRITICAL,API_CONNECTED,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-4C3B7B99A4A6,Nowpayments Create Alias,true,false,true,true,true,true,true,false,6,7,SERVICE,PARTIALLY_EVIDENCED,P0_CRITICAL,API_CONNECTED,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-6B7418516628,Put Alert Prefs,true,false,true,true,false,true,false,false,4,7,SERVICE|CALCULATION|UI,PARTIALLY_EVIDENCED,P0_CRITICAL,UI_PARTIAL,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-3A5ED3DB0C0D,Risk Label,true,true,false,true,false,true,true,true,5,7,ENDPOINT|CALCULATION,PARTIALLY_EVIDENCED,P0_CRITICAL,SERVICE_CONNECTED,REAL_LIVE,2026-08-01T11:05:40.796869+00:00
CAP-98156F574B28,Risk Warnings,true,true,false,true,false,true,true,true,5,7,ENDPOINT|CALCULATION,PARTIALLY_EVIDENCED,P0_CRITICAL,SERVICE_CONNECTED,REAL_LIVE,2026-08-01T11:05:40.796869+00:00
CAP-552A04A27A0F,Scenario Report,true,true,false,true,false,true,true,false,5,7,ENDPOINT|CALCULATION,PARTIALLY_EVIDENCED,P0_CRITICAL,SERVICE_CONNECTED,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-CF000A7305E2,Subscription Status Compat,true,false,true,true,true,true,false,false,5,7,SERVICE|UI,PARTIALLY_EVIDENCED,P0_CRITICAL,UI_PARTIAL,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-93DD0F3859D4,Tdl V2 Policy Admin,true,true,true,false,true,true,true,false,6,7,REAL_DATA,PARTIALLY_EVIDENCED,P1_HIGH,UI_PARTIAL,UNKNOWN,2026-07-31T22:08:07Z
CAP-AA4ECF6DF3F8,Tdl V2 Policy Admin,true,true,true,false,true,true,true,false,6,7,REAL_DATA,PARTIALLY_EVIDENCED,P1_HIGH,UI_PARTIAL,UNKNOWN,2026-07-31T22:08:07Z
CAP-C84121300635,Tdl V2 Policy Admin,true,true,true,false,true,true,true,false,6,7,REAL_DATA,PARTIALLY_EVIDENCED,P1_HIGH,UI_PARTIAL,UNKNOWN,2026-07-31T22:08:07Z
CAP-A194414E26E2,Telegram Routing Admin,true,false,true,true,true,true,true,false,6,7,SERVICE,PARTIALLY_EVIDENCED,P0_CRITICAL,API_CONNECTED,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-C3C9F07E6EC7,Telegram Routing Admin,true,false,true,true,true,true,true,false,6,7,SERVICE,PARTIALLY_EVIDENCED,P0_CRITICAL,UI_PARTIAL,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-FBE70B1294BC,Telegram Routing Admin,true,false,true,true,true,true,false,false,5,7,SERVICE|UI,PARTIALLY_EVIDENCED,P0_CRITICAL,API_CONNECTED,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-65156AA526BC,Telegram Routing Internal,true,false,true,true,true,true,false,false,5,7,SERVICE|UI,PARTIALLY_EVIDENCED,P0_CRITICAL,API_CONNECTED,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-6FE68AAF4F33,Telegram Routing Internal,true,false,true,true,true,true,true,false,6,7,SERVICE,PARTIALLY_EVIDENCED,P0_CRITICAL,UI_PARTIAL,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-B3BF7C85F687,Telegram Routing Internal,true,false,true,true,true,true,false,false,5,7,SERVICE|UI,PARTIALLY_EVIDENCED,P0_CRITICAL,API_CONNECTED,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-C60CD9D10164,Telegram Routing Internal,true,false,true,true,true,true,false,false,5,7,SERVICE|UI,PARTIALLY_EVIDENCED,P0_CRITICAL,API_CONNECTED,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-EC53447FDEFA,Telegram Routing Internal,true,false,true,true,true,true,true,false,6,7,SERVICE,PARTIALLY_EVIDENCED,P0_CRITICAL,API_CONNECTED,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-22453668AACA,Telegram Routing V2,true,false,true,true,true,true,true,false,6,7,SERVICE,PARTIALLY_EVIDENCED,P0_CRITICAL,API_CONNECTED,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-45BEE5E5B9D6,Telegram Routing V2,true,false,true,true,true,true,true,false,6,7,SERVICE,PARTIALLY_EVIDENCED,P0_CRITICAL,API_CONNECTED,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-8CF43007F5CD,Telegram Routing V2,true,false,true,true,true,true,true,false,6,7,SERVICE,PARTIALLY_EVIDENCED,P0_CRITICAL,API_CONNECTED,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-CAD48928C8E4,Telegram Routing V2,true,false,true,true,true,true,false,false,5,7,SERVICE|UI,PARTIALLY_EVIDENCED,P0_CRITICAL,API_CONNECTED,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-A6810593B898,Trial Register Compat,true,false,true,true,true,true,false,false,5,7,SERVICE|UI,PARTIALLY_EVIDENCED,P0_CRITICAL,UI_PARTIAL,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-9866D4AE9D59,Update User Status,true,true,true,true,true,true,false,true,6,7,UI,PARTIALLY_EVIDENCED,P3_UI,UI_PARTIAL,REAL_SNAPSHOT,2026-07-31T23:17:31Z
CAP-ECBB8B6ED8D2,Update User Status,true,true,true,true,true,true,false,false,6,7,UI,PARTIALLY_EVIDENCED,P3_UI,UI_PARTIAL,REAL_SNAPSHOT,2026-07-31T22:08:07Z
CAP-3F9549B2B851,User Operational Compat,true,false,true,true,true,true,true,false,6,7,SERVICE,PARTIALLY_EVIDENCED,P0_CRITICAL,API_CONNECTED,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-425426D4A96B,User Operational Compat,true,false,true,true,true,true,true,false,6,7,SERVICE,PARTIALLY_EVIDENCED,P0_CRITICAL,API_CONNECTED,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-48F24BF885D7,User Operational Compat,true,false,true,true,true,true,true,false,6,7,SERVICE,PARTIALLY_EVIDENCED,P0_CRITICAL,API_CONNECTED,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-5649C9641068,User Operational Compat,true,false,true,true,true,true,false,false,5,7,SERVICE|UI,PARTIALLY_EVIDENCED,P0_CRITICAL,API_CONNECTED,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-5F34508D1D07,User Operational Compat,true,false,true,true,true,true,true,false,6,7,SERVICE,PARTIALLY_EVIDENCED,P0_CRITICAL,API_CONNECTED,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-628E213D3D54,User Operational Compat,true,false,true,true,true,true,false,false,5,7,SERVICE|UI,PARTIALLY_EVIDENCED,P0_CRITICAL,API_CONNECTED,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-945D34B96341,User Operational Compat,true,false,true,true,true,true,true,false,6,7,SERVICE,PARTIALLY_EVIDENCED,P0_CRITICAL,API_CONNECTED,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-9EAA6B9BF2BC,User Operational Compat,true,false,true,true,true,true,true,false,6,7,SERVICE,PARTIALLY_EVIDENCED,P0_CRITICAL,API_CONNECTED,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-BC09A0EB4549,User Operational Compat,true,false,true,true,true,true,true,false,6,7,SERVICE,PARTIALLY_EVIDENCED,P0_CRITICAL,API_CONNECTED,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-C26418100904,User Operational Compat,true,false,true,true,true,true,true,false,6,7,SERVICE,PARTIALLY_EVIDENCED,P0_CRITICAL,API_CONNECTED,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-D559FE326861,User Operational Compat,true,false,true,true,true,true,true,false,6,7,SERVICE,PARTIALLY_EVIDENCED,P0_CRITICAL,API_CONNECTED,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-E50EE9CF3FD6,User Operational Compat,true,false,true,true,true,true,true,false,6,7,SERVICE,PARTIALLY_EVIDENCED,P0_CRITICAL,API_CONNECTED,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-EDF3F96EC14B,User Operational Compat,true,false,true,true,true,true,true,false,6,7,SERVICE,PARTIALLY_EVIDENCED,P0_CRITICAL,API_CONNECTED,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-F197D783C391,User Operational Compat,true,false,true,true,true,true,true,false,6,7,SERVICE,PARTIALLY_EVIDENCED,P0_CRITICAL,API_CONNECTED,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-F19E055AF8D6,User Operational Compat,true,false,true,true,true,true,true,false,6,7,SERVICE,PARTIALLY_EVIDENCED,P0_CRITICAL,API_CONNECTED,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-FAAE9703FE61,User Operational Compat,true,false,true,true,true,true,true,false,6,7,SERVICE,PARTIALLY_EVIDENCED,P0_CRITICAL,API_CONNECTED,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-F4B0061B6EC3,Version,true,false,true,true,false,true,true,false,5,7,SERVICE|CALCULATION,PARTIALLY_EVIDENCED,P0_CRITICAL,UI_PARTIAL,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-5F632EA34B8F,002 Signal Decisions,true,false,false,true,false,true,false,false,3,7,SERVICE|ENDPOINT|CALCULATION|UI,PARTIALLY_EVIDENCED,P0_CRITICAL,UI_PARTIAL,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-207978A2050E,Activate User By Token,true,true,false,true,true,true,false,false,5,7,ENDPOINT|UI,PARTIALLY_EVIDENCED,P0_CRITICAL,UI_PARTIAL,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-61547C6436CE,Active Session User,true,true,true,true,true,true,false,false,6,7,UI,PARTIALLY_EVIDENCED,P3_UI,UI_PARTIAL,REAL_SNAPSHOT,2026-07-31T22:08:07Z
CAP-11F9C86C3DEA,Admin Candidates,true,false,true,true,true,true,false,false,5,7,SERVICE|UI,PARTIALLY_EVIDENCED,P0_CRITICAL,UI_PARTIAL,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-85BADA8EEE4D,Admin Key Ok,true,false,true,true,true,true,false,false,5,7,SERVICE|UI,PARTIALLY_EVIDENCED,P0_CRITICAL,UI_PARTIAL,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-F14BB07445FB,Admin Key Ok,true,false,true,true,true,true,false,false,5,7,SERVICE|UI,PARTIALLY_EVIDENCED,P0_CRITICAL,UI_PARTIAL,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-F54EAA1EFDDA,Admin Key Ok,true,false,true,true,true,true,false,false,5,7,SERVICE|UI,PARTIALLY_EVIDENCED,P0_CRITICAL,UI_PARTIAL,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-7FAFDEF8B916,Admin List Audit Events,true,true,false,true,false,true,false,false,4,7,ENDPOINT|CALCULATION|UI,PARTIALLY_EVIDENCED,P0_CRITICAL,UI_PARTIAL,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-439EB8A1AE69,Admin Mail To,true,true,false,true,true,true,false,false,5,7,ENDPOINT|UI,PARTIALLY_EVIDENCED,P0_CRITICAL,UI_PARTIAL,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-C85D75362012,Admin Only,true,false,true,true,true,true,false,false,5,7,SERVICE|UI,PARTIALLY_EVIDENCED,P0_CRITICAL,UI_PARTIAL,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-1F6C6744CA7A,Alert Text,true,false,false,true,true,true,false,false,4,7,SERVICE|ENDPOINT|UI,PARTIALLY_EVIDENCED,P0_CRITICAL,UI_PARTIAL,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-9C9E08E2F53E,Apply Governance Runtime,true,true,false,true,false,true,false,false,4,7,ENDPOINT|CALCULATION|UI,PARTIALLY_EVIDENCED,P0_CRITICAL,SERVICE_CONNECTED,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-C9B83A923CCA,Apply Runtime Governance,true,true,false,true,false,true,false,false,4,7,ENDPOINT|CALCULATION|UI,PARTIALLY_EVIDENCED,P0_CRITICAL,SERVICE_CONNECTED,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-291C5498F747,Attach Tdl Trade Horizon Addons,true,false,false,true,false,true,false,false,3,7,SERVICE|ENDPOINT|CALCULATION|UI,PARTIALLY_EVIDENCED,P0_CRITICAL,SOURCE_IDENTIFIED,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-26EC4D157EE6,Auth,true,false,true,true,true,true,false,false,5,7,SERVICE|UI,PARTIALLY_EVIDENCED,P0_CRITICAL,UI_PARTIAL,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-46EAB19BB0B6,Auth,true,true,true,true,true,true,false,false,6,7,UI,PARTIALLY_EVIDENCED,P3_UI,UI_PARTIAL,REAL_SNAPSHOT,2026-07-31T22:08:07Z
CAP-2A493D97E048,Auth Debug,true,true,true,false,false,true,false,false,4,7,REAL_DATA|CALCULATION|UI,PARTIALLY_EVIDENCED,P1_HIGH,UI_PARTIAL,UNKNOWN,2026-07-31T22:08:07Z
CAP-28A54C2588CC,Authorize,true,true,true,true,true,true,false,false,6,7,UI,PARTIALLY_EVIDENCED,P3_UI,UI_PARTIAL,REAL_SNAPSHOT,2026-07-31T22:08:07Z
CAP-A0619F62EEAE,Authorize,true,true,true,true,true,true,false,false,6,7,UI,PARTIALLY_EVIDENCED,P3_UI,UI_PARTIAL,REAL_SNAPSHOT,2026-07-31T22:08:07Z
CAP-3CAAC6E360D3,Authorize Decision Request,true,true,false,true,true,true,false,false,5,7,ENDPOINT|UI,PARTIALLY_EVIDENCED,P0_CRITICAL,UI_PARTIAL,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-C92342987A74,Backtest Engine,true,false,false,true,false,true,false,false,3,7,SERVICE|ENDPOINT|CALCULATION|UI,PARTIALLY_EVIDENCED,P0_CRITICAL,UI_PARTIAL,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-77BC55243F4F,Black Layer Engine,true,false,false,true,false,true,false,false,3,7,SERVICE|ENDPOINT|CALCULATION|UI,PARTIALLY_EVIDENCED,P0_CRITICAL,SOURCE_IDENTIFIED,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-F055FF631E76,Black Layer Quality Effect From State,true,false,false,true,false,true,false,false,3,7,SERVICE|ENDPOINT|CALCULATION|UI,PARTIALLY_EVIDENCED,P0_CRITICAL,SOURCE_IDENTIFIED,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-F2E85E1A728A,Calculate Total Quality,true,false,false,true,false,true,false,false,3,7,SERVICE|ENDPOINT|CALCULATION|UI,PARTIALLY_EVIDENCED,P0_CRITICAL,SOURCE_IDENTIFIED,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-F5C7F3807EC2,Canonical Decision Text,true,false,false,true,true,true,true,false,5,7,SERVICE|ENDPOINT,PARTIALLY_EVIDENCED,P0_CRITICAL,UI_PARTIAL,REAL_LIVE,2026-08-01T11:05:40.796869+00:00
CAP-ABBB5A76429B,Cftc Auto Provider,true,false,false,true,false,true,false,false,3,7,SERVICE|ENDPOINT|CALCULATION|UI,PARTIALLY_EVIDENCED,P0_CRITICAL,UI_PARTIAL,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-34C595F25781,Compute Market Positioning,true,false,false,true,false,true,false,false,3,7,SERVICE|ENDPOINT|CALCULATION|UI,PARTIALLY_EVIDENCED,P0_CRITICAL,SOURCE_IDENTIFIED,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-5F3BB15915F6,Compute Public Quality,true,false,true,true,false,true,false,false,4,7,SERVICE|CALCULATION|UI,PARTIALLY_EVIDENCED,P0_CRITICAL,SOURCE_IDENTIFIED,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-99BCB7F8D2D9,Compute Tdl Trade Horizon Addons,true,false,false,true,false,true,false,false,3,7,SERVICE|ENDPOINT|CALCULATION|UI,PARTIALLY_EVIDENCED,P0_CRITICAL,SOURCE_IDENTIFIED,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-CDAA43AE2E9B,Cot Asset Class,true,false,false,true,false,true,false,false,3,7,SERVICE|ENDPOINT|CALCULATION|UI,PARTIALLY_EVIDENCED,P0_CRITICAL,UI_PARTIAL,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-1103369520D4,Cot Asset Mapping,true,false,false,true,false,true,false,false,3,7,SERVICE|ENDPOINT|CALCULATION|UI,PARTIALLY_EVIDENCED,P0_CRITICAL,UI_PARTIAL,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-EBA92C8CC7A3,Cot Category Position,true,false,false,true,false,true,false,false,3,7,SERVICE|ENDPOINT|CALCULATION|UI,PARTIALLY_EVIDENCED,P0_CRITICAL,UI_PARTIAL,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-CDE607434C8D,Cot Direction,true,false,false,true,false,true,false,false,3,7,SERVICE|ENDPOINT|CALCULATION|UI,PARTIALLY_EVIDENCED,P0_CRITICAL,UI_PARTIAL,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-9EBA342E67D3,Cot Group Result,true,false,false,true,false,true,false,false,3,7,SERVICE|ENDPOINT|CALCULATION|UI,PARTIALLY_EVIDENCED,P0_CRITICAL,UI_PARTIAL,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-A8D7E661F420,Cot Intelligence Engine,true,false,false,true,false,true,false,false,3,7,SERVICE|ENDPOINT|CALCULATION|UI,PARTIALLY_EVIDENCED,P0_CRITICAL,UI_PARTIAL,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-03073B90064B,Cot Intelligence Result,true,false,false,true,false,true,false,false,3,7,SERVICE|ENDPOINT|CALCULATION|UI,PARTIALLY_EVIDENCED,P0_CRITICAL,UI_PARTIAL,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-5784897BCF65,Cot Report Family,true,false,false,true,false,true,false,false,3,7,SERVICE|ENDPOINT|CALCULATION|UI,PARTIALLY_EVIDENCED,P0_CRITICAL,UI_PARTIAL,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-09BC17001F61,Cot Snapshot,true,false,false,true,false,true,false,false,3,7,SERVICE|ENDPOINT|CALCULATION|UI,PARTIALLY_EVIDENCED,P0_CRITICAL,UI_PARTIAL,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-C3FB17B62648,Cot Storage,true,false,false,true,true,true,false,false,4,7,SERVICE|ENDPOINT|UI,PARTIALLY_EVIDENCED,P0_CRITICAL,UI_PARTIAL,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-97C0885FC638,Count Elite Trial Users,true,true,false,true,false,true,false,false,4,7,ENDPOINT|CALCULATION|UI,PARTIALLY_EVIDENCED,P0_CRITICAL,UI_PARTIAL,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-7D844F2CA7E4,Create Subscription Payment,true,false,true,true,true,true,false,false,5,7,SERVICE|UI,PARTIALLY_EVIDENCED,P0_CRITICAL,UI_PARTIAL,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-D25A181573FA,Current Authority Key,true,false,false,true,false,true,false,false,3,7,SERVICE|ENDPOINT|CALCULATION|UI,PARTIALLY_EVIDENCED,P0_CRITICAL,SOURCE_IDENTIFIED,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-EEA57DDC5CC1,Current User,true,true,false,true,true,true,false,false,5,7,ENDPOINT|UI,PARTIALLY_EVIDENCED,P0_CRITICAL,UI_PARTIAL,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-ADD5265540CB,Debug Auth,true,false,true,true,true,true,false,false,5,7,SERVICE|UI,PARTIALLY_EVIDENCED,P0_CRITICAL,UI_PARTIAL,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-F5E96763B830,Debug Auth,true,false,true,true,true,true,false,false,5,7,SERVICE|UI,PARTIALLY_EVIDENCED,P0_CRITICAL,UI_PARTIAL,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-0AE3805C7273,Decision Entitlement,true,true,true,true,true,true,false,false,6,7,UI,PARTIALLY_EVIDENCED,P3_UI,UI_PARTIAL,REAL_SNAPSHOT,2026-07-31T22:08:07Z
CAP-2E15AE9B9255,Decision Quality Stack,true,false,false,true,false,true,false,false,3,7,SERVICE|ENDPOINT|CALCULATION|UI,PARTIALLY_EVIDENCED,P0_CRITICAL,SOURCE_IDENTIFIED,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-BAFAADE8019C,Delete User Dependencies,true,true,true,true,true,true,false,false,6,7,UI,PARTIALLY_EVIDENCED,P3_UI,UI_PARTIAL,REAL_SNAPSHOT,2026-07-31T22:08:07Z
CAP-C67E25BE8F61,Deliver Alert,true,false,false,true,true,true,false,false,4,7,SERVICE|ENDPOINT|UI,PARTIALLY_EVIDENCED,P0_CRITICAL,UI_PARTIAL,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-695108C486EF,Derive Timing Authority,true,true,false,true,true,true,false,false,5,7,ENDPOINT|UI,PARTIALLY_EVIDENCED,P0_CRITICAL,UI_PARTIAL,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-9B6A9F665D36,Determine Tdl Authority,true,false,false,true,true,true,false,false,4,7,SERVICE|ENDPOINT|UI,PARTIALLY_EVIDENCED,P0_CRITICAL,UI_PARTIAL,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-64E81F08FD02,Dqsdecision State,true,false,false,true,false,true,false,false,3,7,SERVICE|ENDPOINT|CALCULATION|UI,PARTIALLY_EVIDENCED,P0_CRITICAL,SOURCE_IDENTIFIED,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-995CB0187474,Dynamic Decision Texts,true,true,true,true,true,true,false,false,6,7,UI,PARTIALLY_EVIDENCED,P3_UI,SERVICE_CONNECTED,REAL_SNAPSHOT,2026-07-31T22:08:07Z
CAP-23F2C3CCC368,Enforce Decision Active Governance,true,true,false,true,false,true,false,false,4,7,ENDPOINT|CALCULATION|UI,PARTIALLY_EVIDENCED,P0_CRITICAL,SERVICE_CONNECTED,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-D109F092339F,Enforce Elite Trial Capacity,true,true,false,true,false,true,false,false,4,7,ENDPOINT|CALCULATION|UI,PARTIALLY_EVIDENCED,P0_CRITICAL,UI_PARTIAL,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-CFD935E857CB,Enforce Governance Runtime,true,true,false,true,false,true,false,false,4,7,ENDPOINT|CALCULATION|UI,PARTIALLY_EVIDENCED,P0_CRITICAL,SERVICE_CONNECTED,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-61D78BDE704F,Ensure Governance Mode File,true,true,false,true,true,true,false,false,5,7,ENDPOINT|UI,PARTIALLY_EVIDENCED,P0_CRITICAL,SERVICE_CONNECTED,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
