capability_id,method,contract,url,exit_code,http_status,time_total,content_type,error,accepted
CAP-8CF3F7EFFA7B,GET,/contract/status,http://127.0.0.1:9077/contract/status,0,404,0.005097,application/json; charset=utf-8,,false
CAP-8CF3F7EFFA7B,GET,/contract/status,http://127.0.0.1:9078/contract/status,0,404,0.009432,text/html; charset=utf-8,,false
CAP-8CF3F7EFFA7B,GET,/contract/status,http://127.0.0.1:9079/contract/status,0,404,0.025145,text/html; charset=utf-8,,false
CAP-8CF3F7EFFA7B,GET,/contract/status,http://127.0.0.1:9080/contract/status,0,404,0.011214,text/html; charset=utf-8,,false
CAP-8CF3F7EFFA7B,GET,/contract/status,http://127.0.0.1:9081/contract/status,0,404,0.005092,application/json; charset=utf-8,,false
CAP-8CF3F7EFFA7B,GET,/contract/status,http://127.0.0.1:9082/contract/status,0,404,0.001856,application/json; charset=utf-8,,false
CAP-8CF3F7EFFA7B,GET,/contract/status,http://127.0.0.1:9083/contract/status,0,404,0.003057,application/json; charset=utf-8,,false
CAP-8CF3F7EFFA7B,GET,/contract/status,http://127.0.0.1:9084/contract/status,0,404,0.003788,application/json; charset=utf-8,,false
CAP-8CF3F7EFFA7B,GET,/contract/status,http://127.0.0.1:9085/contract/status,0,404,0.004403,application/json; charset=utf-8,,false
CAP-8CF3F7EFFA7B,GET,/contract/status,http://127.0.0.1:9086/contract/status,0,404,0.005465,application/json; charset=utf-8,,false
CAP-8CF3F7EFFA7B,GET,/contract/status,http://127.0.0.1:9087/contract/status,0,404,0.006614,application/json; charset=utf-8,,false
CAP-8CF3F7EFFA7B,GET,/contract/status,http://127.0.0.1:9088/contract/status,0,404,0.008057,application/json; charset=utf-8,,false
CAP-8CF3F7EFFA7B,GET,/contract/status,http://127.0.0.1:9089/contract/status,0,404,0.006175,application/json; charset=utf-8,,false
CAP-8CF3F7EFFA7B,GET,/contract/status,http://127.0.0.1:9090/contract/status,0,404,0.002180,application/json; charset=utf-8,,false
CAP-8CF3F7EFFA7B,GET,/contract/status,http://127.0.0.1:9091/contract/status,0,401,0.005451,application/json; charset=utf-8,,true
