capability_id,capability_name,source_path,source_verified,runtime_service_declared,runtime_service_match,runtime_service_status,endpoint_contract,endpoint_status,successful_probe_url,data_state,real_data_verified,calculation_verified,test_evidence,test_verified,ui_evidence,ui_verified,runtime_verified,missing_evidence,unsafe_methods_not_executed
CAP-CF000A7305E2,Subscription Status Compat,backend/app/api/compat/user_operational_compat.py,false,DISCOVERY_REQUIRED,,NOT_FOUND,GET /api/ndsp/compat/health|POST /api/trial/register|POST /api/v1/trial/register|POST /api/trial/request|POST /api/auth/register-trial|POST /api/auth/activate|GET /api/auth/activate|GET /api/v6/payments/nowpayments/subscription/status|GET /api/payments/nowpayments/subscription/status|POST /api/v6/payments/nowpayments/subscription/create|POST /api/payments/nowpayments/subscription/create|GET /api/user/alert-preferences|POST /api/user/alert-preferences|POST /api/telegram/link/start|POST /api/telegram/link/verify|POST /api/alerts/email/test|GET /api/ndsp/compat/health|POST /api/trial/register|POST /api/v1/trial/register|POST /api/trial/request|POST /api/auth/register-trial|POST /api/auth/activate|GET /api/auth/activate|GET /api/v6/payments/nowpayments/subscription/status|GET /api/payments/nowpayments/subscription/status|POST /api/v6/payments/nowpayments/subscription/create|POST /api/payments/nowpayments/subscription/create|GET /api/user/alert-preferences|POST /api/user/alert-preferences|POST /api/telegram/link/start|POST /api/telegram/link/verify|POST /api/alerts/email/test,RESPONSIVE,http://127.0.0.1:443/api/ndsp/compat/health,REAL_SNAPSHOT,true,true,,false,,false,false,SOURCE|SERVICE|TEST|UI,POST /api/trial/register|POST /api/v1/trial/register|POST /api/trial/request|POST /api/auth/register-trial|POST /api/auth/activate|POST /api/v6/payments/nowpayments/subscription/create|POST /api/payments/nowpayments/subscription/create|POST /api/user/alert-preferences|POST /api/telegram/link/start|POST /api/telegram/link/verify|POST /api/alerts/email/test|POST /api/trial/register|POST /api/v1/trial/register|POST /api/trial/request|POST /api/auth/register-trial|POST /api/auth/activate|POST /api/v6/payments/nowpayments/subscription/create|POST /api/payments/nowpayments/subscription/create|POST /api/user/alert-preferences|POST /api/telegram/link/start|POST /api/telegram/link/verify|POST /api/alerts/email/test
CAP-4FF90CCC6DFE,Tdl V2 Policy Admin,apps/ndsp-governance-bridge/policies/admin_snapshot/tdl_v2_policy_admin.py,true,ndsp-governance-bridge.service,ndsp-governance-bridge.service,ACTIVE,GET /policy,RESPONSIVE,http://127.0.0.1:443/policy,UNKNOWN,false,true,,false,,true,false,REAL_DATA|TEST,
CAP-8A9DD9B6E7D5,Tdl V2 Policy Admin,apps/ndsp-governance-bridge/policies/admin_snapshot/tdl_v2_policy_admin.py,true,ndsp-governance-bridge.service,ndsp-governance-bridge.service,ACTIVE,GET /auth-debug,RESPONSIVE,http://127.0.0.1:443/auth-debug,UNKNOWN,false,true,,false,,true,false,REAL_DATA|TEST,
CAP-93DD0F3859D4,Tdl V2 Policy Admin,apps/ndsp-governance-bridge/policies/admin_snapshot/tdl_v2_policy_admin.py,true,ndsp-governance-bridge.service,ndsp-governance-bridge.service,ACTIVE,POST /timing/disable,UNSAFE_METHOD_NOT_EXECUTED,,UNKNOWN,false,true,,false,,true,false,ENDPOINT|REAL_DATA|TEST,POST /timing/disable
CAP-AA4ECF6DF3F8,Tdl V2 Policy Admin,apps/ndsp-governance-bridge/policies/admin_snapshot/tdl_v2_policy_admin.py,true,ndsp-governance-bridge.service,ndsp-governance-bridge.service,ACTIVE,POST /policy,UNSAFE_METHOD_NOT_EXECUTED,,UNKNOWN,false,true,,false,,true,false,ENDPOINT|REAL_DATA|TEST,POST /policy
CAP-C84121300635,Tdl V2 Policy Admin,apps/ndsp-governance-bridge/policies/admin_snapshot/tdl_v2_policy_admin.py,true,ndsp-governance-bridge.service,ndsp-governance-bridge.service,ACTIVE,POST /timing/enable,UNSAFE_METHOD_NOT_EXECUTED,,UNKNOWN,false,true,,false,,true,false,ENDPOINT|REAL_DATA|TEST,POST /timing/enable
CAP-A194414E26E2,Telegram Routing Admin,backend/app/api/admin/telegram_routing_admin.py,false,DISCOVERY_REQUIRED,,NOT_FOUND,POST /test,UNSAFE_METHOD_NOT_EXECUTED,,REAL_SNAPSHOT,true,true,,false,,true,false,SOURCE|SERVICE|ENDPOINT|TEST,POST /test
CAP-C3C9F07E6EC7,Telegram Routing Admin,backend/app/api/admin/telegram_routing_admin.py,false,DISCOVERY_REQUIRED,,NOT_FOUND,GET /status,RESPONSIVE,http://127.0.0.1:443/status,REAL_SNAPSHOT,true,true,,false,frontend/admin-console/ndsp-admin-controls.js|frontend/public-site/ndsp-live-trial-counters.js,true,false,SOURCE|SERVICE|TEST,
CAP-FBE70B1294BC,Telegram Routing Admin,backend/app/api/admin/telegram_routing_admin.py,false,DISCOVERY_REQUIRED,,NOT_FOUND,POST /update,UNSAFE_METHOD_NOT_EXECUTED,,REAL_SNAPSHOT,true,true,,false,frontend/public-site/package-lock.json|frontend/user-portal-vite/package-lock.json,true,false,SOURCE|SERVICE|ENDPOINT|TEST,POST /update
CAP-65156AA526BC,Telegram Routing Internal,backend/app/api/internal/telegram_routing_internal.py,false,DISCOVERY_REQUIRED,,NOT_FOUND,POST /update,UNSAFE_METHOD_NOT_EXECUTED,,REAL_SNAPSHOT,true,true,,false,frontend/public-site/package-lock.json|frontend/user-portal-vite/package-lock.json,true,false,SOURCE|SERVICE|ENDPOINT|TEST,POST /update
CAP-6FE68AAF4F33,Telegram Routing Internal,backend/app/api/internal/telegram_routing_internal.py,false,DISCOVERY_REQUIRED,,NOT_FOUND,GET /status,RESPONSIVE,http://127.0.0.1:443/status,REAL_SNAPSHOT,true,true,,false,frontend/admin-console/ndsp-admin-controls.js|frontend/public-site/ndsp-live-trial-counters.js,true,false,SOURCE|SERVICE|TEST,
CAP-B3BF7C85F687,Telegram Routing Internal,backend/app/api/internal/telegram_routing_internal.py,false,DISCOVERY_REQUIRED,,NOT_FOUND,POST /test,UNSAFE_METHOD_NOT_EXECUTED,,REAL_SNAPSHOT,true,true,,false,,false,false,SOURCE|SERVICE|ENDPOINT|TEST|UI,POST /test
CAP-C60CD9D10164,Telegram Routing Internal,backend/app/api/internal/telegram_routing_internal.py,false,DISCOVERY_REQUIRED,,NOT_FOUND,GET /debug-auth,RESPONSIVE,http://127.0.0.1:443/debug-auth,REAL_SNAPSHOT,true,true,,false,,false,false,SOURCE|SERVICE|TEST|UI,
CAP-EC53447FDEFA,Telegram Routing Internal,backend/app/api/internal/telegram_routing_internal.py,false,DISCOVERY_REQUIRED,,NOT_FOUND,GET /debug-db,RESPONSIVE,http://127.0.0.1:443/debug-db,REAL_SNAPSHOT,true,true,,false,,true,false,SOURCE|SERVICE|TEST,
CAP-22453668AACA,Telegram Routing V2,backend/app/api/admin/telegram_routing_v2.py,false,DISCOVERY_REQUIRED,,NOT_FOUND,POST /update,UNSAFE_METHOD_NOT_EXECUTED,,REAL_SNAPSHOT,true,true,,false,frontend/public-site/package-lock.json|frontend/user-portal-vite/package-lock.json,true,false,SOURCE|SERVICE|ENDPOINT|TEST,POST /update
CAP-45BEE5E5B9D6,Telegram Routing V2,backend/app/api/admin/telegram_routing_v2.py,false,DISCOVERY_REQUIRED,,NOT_FOUND,GET /status,RESPONSIVE,http://127.0.0.1:443/status,REAL_SNAPSHOT,true,true,,false,frontend/admin-console/ndsp-admin-controls.js|frontend/public-site/ndsp-live-trial-counters.js,true,false,SOURCE|SERVICE|TEST,
CAP-8CF43007F5CD,Telegram Routing V2,backend/app/api/admin/telegram_routing_v2.py,false,DISCOVERY_REQUIRED,,NOT_FOUND,GET /debug-auth,RESPONSIVE,http://127.0.0.1:443/debug-auth,REAL_SNAPSHOT,true,true,,false,,true,false,SOURCE|SERVICE|TEST,
CAP-CAD48928C8E4,Telegram Routing V2,backend/app/api/admin/telegram_routing_v2.py,false,DISCOVERY_REQUIRED,,NOT_FOUND,POST /test,UNSAFE_METHOD_NOT_EXECUTED,,REAL_SNAPSHOT,true,true,,false,,false,false,SOURCE|SERVICE|ENDPOINT|TEST|UI,POST /test
CAP-A6810593B898,Trial Register Compat,backend/app/api/compat/user_operational_compat.py,false,DISCOVERY_REQUIRED,,NOT_FOUND,GET /api/ndsp/compat/health|POST /api/trial/register|POST /api/v1/trial/register|POST /api/trial/request|POST /api/auth/register-trial|POST /api/auth/activate|GET /api/auth/activate|GET /api/v6/payments/nowpayments/subscription/status|GET /api/payments/nowpayments/subscription/status|POST /api/v6/payments/nowpayments/subscription/create|POST /api/payments/nowpayments/subscription/create|GET /api/user/alert-preferences|POST /api/user/alert-preferences|POST /api/telegram/link/start|POST /api/telegram/link/verify|POST /api/alerts/email/test|GET /api/ndsp/compat/health|POST /api/trial/register|POST /api/v1/trial/register|POST /api/trial/request|POST /api/auth/register-trial|POST /api/auth/activate|GET /api/auth/activate|GET /api/v6/payments/nowpayments/subscription/status|GET /api/payments/nowpayments/subscription/status|POST /api/v6/payments/nowpayments/subscription/create|POST /api/payments/nowpayments/subscription/create|GET /api/user/alert-preferences|POST /api/user/alert-preferences|POST /api/telegram/link/start|POST /api/telegram/link/verify|POST /api/alerts/email/test,RESPONSIVE,http://127.0.0.1:443/api/ndsp/compat/health,REAL_SNAPSHOT,true,true,,false,,false,false,SOURCE|SERVICE|TEST|UI,POST /api/trial/register|POST /api/v1/trial/register|POST /api/trial/request|POST /api/auth/register-trial|POST /api/auth/activate|POST /api/v6/payments/nowpayments/subscription/create|POST /api/payments/nowpayments/subscription/create|POST /api/user/alert-preferences|POST /api/telegram/link/start|POST /api/telegram/link/verify|POST /api/alerts/email/test|POST /api/trial/register|POST /api/v1/trial/register|POST /api/trial/request|POST /api/auth/register-trial|POST /api/auth/activate|POST /api/v6/payments/nowpayments/subscription/create|POST /api/payments/nowpayments/subscription/create|POST /api/user/alert-preferences|POST /api/telegram/link/start|POST /api/telegram/link/verify|POST /api/alerts/email/test
CAP-9866D4AE9D59,Update User Status,backend/ndsp_admin_ui_proxy.cjs,true,ndsp-admin-ui-proxy.service,ndsp-admin-ui-proxy.service,ACTIVE,GET /api/admin-ui/health|GET /api/admin-ui/summary|GET /api/admin-ui/users|GET /api/admin-ui/payments|GET /api/admin-ui/trials|GET /api/admin-ui/packages|GET /api/admin-ui/markets|GET /api/admin-ui/alerts|POST /api/admin-ui/alerts/channel|POST /api/admin-ui/alerts/test|GET /api/admin-ui/backups|GET /api/admin-ui/governance|POST /api/admin-ui/action,RESPONSIVE,http://127.0.0.1:443/api/admin-ui/health,REAL_SNAPSHOT,true,true,,false,,false,false,TEST|UI,POST /api/admin-ui/alerts/channel|POST /api/admin-ui/alerts/test|POST /api/admin-ui/action
CAP-ECBB8B6ED8D2,Update User Status,backend/auth_api/ndsp_admin_ui_proxy.cjs,false,ndsp-admin-ui-proxy.service,ndsp-admin-ui-proxy.service,ACTIVE,GET /api/admin-ui/health|GET /api/admin-ui/summary|GET /api/admin-ui/users|GET /api/admin-ui/payments|GET /api/admin-ui/trials|GET /api/admin-ui/packages|GET /api/admin-ui/markets|GET /api/admin-ui/alerts|POST /api/admin-ui/alerts/channel|POST /api/admin-ui/alerts/test|GET /api/admin-ui/backups|GET /api/admin-ui/governance|POST /api/admin-ui/action,RESPONSIVE,http://127.0.0.1:443/api/admin-ui/health,REAL_SNAPSHOT,true,true,,false,,false,false,SOURCE|TEST|UI,POST /api/admin-ui/alerts/channel|POST /api/admin-ui/alerts/test|POST /api/admin-ui/action
CAP-3F9549B2B851,User Operational Compat,backend/app/api/compat/user_operational_compat.py,false,DISCOVERY_REQUIRED,,NOT_FOUND,POST /api/trial/request,UNSAFE_METHOD_NOT_EXECUTED,,REAL_SNAPSHOT,true,true,,false,,true,false,SOURCE|SERVICE|ENDPOINT|TEST,POST /api/trial/request
CAP-425426D4A96B,User Operational Compat,backend/app/api/compat/user_operational_compat.py,false,DISCOVERY_REQUIRED,,NOT_FOUND,GET /api/auth/activate,RESPONSIVE,http://127.0.0.1:443/api/auth/activate,REAL_SNAPSHOT,true,true,,false,,true,false,SOURCE|SERVICE|TEST,
CAP-48F24BF885D7,User Operational Compat,backend/app/api/compat/user_operational_compat.py,false,DISCOVERY_REQUIRED,,NOT_FOUND,POST /api/telegram/link/start,UNSAFE_METHOD_NOT_EXECUTED,,REAL_SNAPSHOT,true,true,,false,,true,false,SOURCE|SERVICE|ENDPOINT|TEST,POST /api/telegram/link/start
CAP-5649C9641068,User Operational Compat,backend/app/api/compat/user_operational_compat.py,false,DISCOVERY_REQUIRED,,NOT_FOUND,POST /api/v6/payments/nowpayments/subscription/create,UNSAFE_METHOD_NOT_EXECUTED,,REAL_SNAPSHOT,true,true,,false,,false,false,SOURCE|SERVICE|ENDPOINT|TEST|UI,POST /api/v6/payments/nowpayments/subscription/create
CAP-5F34508D1D07,User Operational Compat,backend/app/api/compat/user_operational_compat.py,false,DISCOVERY_REQUIRED,,NOT_FOUND,POST /api/v1/trial/register,UNSAFE_METHOD_NOT_EXECUTED,,REAL_SNAPSHOT,true,true,,false,,true,false,SOURCE|SERVICE|ENDPOINT|TEST,POST /api/v1/trial/register
CAP-628E213D3D54,User Operational Compat,backend/app/api/compat/user_operational_compat.py,false,DISCOVERY_REQUIRED,,NOT_FOUND,POST /api/payments/nowpayments/subscription/create,UNSAFE_METHOD_NOT_EXECUTED,,REAL_SNAPSHOT,true,true,,false,,false,false,SOURCE|SERVICE|ENDPOINT|TEST|UI,POST /api/payments/nowpayments/subscription/create
CAP-945D34B96341,User Operational Compat,backend/app/api/compat/user_operational_compat.py,false,DISCOVERY_REQUIRED,,NOT_FOUND,POST /api/auth/register-trial,UNSAFE_METHOD_NOT_EXECUTED,,REAL_SNAPSHOT,true,true,,false,,true,false,SOURCE|SERVICE|ENDPOINT|TEST,POST /api/auth/register-trial
CAP-9EAA6B9BF2BC,User Operational Compat,backend/app/api/compat/user_operational_compat.py,false,DISCOVERY_REQUIRED,,NOT_FOUND,GET /api/payments/nowpayments/subscription/status,RESPONSIVE,http://127.0.0.1:443/api/payments/nowpayments/subscription/status,REAL_SNAPSHOT,true,true,,false,,true,false,SOURCE|SERVICE|TEST,
CAP-BC09A0EB4549,User Operational Compat,backend/app/api/compat/user_operational_compat.py,false,DISCOVERY_REQUIRED,,NOT_FOUND,POST /api/alerts/email/test,UNSAFE_METHOD_NOT_EXECUTED,,REAL_SNAPSHOT,true,true,,false,,true,false,SOURCE|SERVICE|ENDPOINT|TEST,POST /api/alerts/email/test
CAP-C26418100904,User Operational Compat,backend/app/api/compat/user_operational_compat.py,false,DISCOVERY_REQUIRED,,NOT_FOUND,GET /api/ndsp/compat/health,RESPONSIVE,http://127.0.0.1:443/api/ndsp/compat/health,REAL_SNAPSHOT,true,true,,false,,true,false,SOURCE|SERVICE|TEST,
CAP-D559FE326861,User Operational Compat,backend/app/api/compat/user_operational_compat.py,false,DISCOVERY_REQUIRED,,NOT_FOUND,POST /api/user/alert-preferences,UNSAFE_METHOD_NOT_EXECUTED,,REAL_SNAPSHOT,true,true,,false,,true,false,SOURCE|SERVICE|ENDPOINT|TEST,POST /api/user/alert-preferences
CAP-E50EE9CF3FD6,User Operational Compat,backend/app/api/compat/user_operational_compat.py,false,DISCOVERY_REQUIRED,,NOT_FOUND,POST /api/telegram/link/verify,UNSAFE_METHOD_NOT_EXECUTED,,REAL_SNAPSHOT,true,true,,false,,true,false,SOURCE|SERVICE|ENDPOINT|TEST,POST /api/telegram/link/verify
CAP-EDF3F96EC14B,User Operational Compat,backend/app/api/compat/user_operational_compat.py,false,DISCOVERY_REQUIRED,,NOT_FOUND,POST /api/trial/register,UNSAFE_METHOD_NOT_EXECUTED,,REAL_SNAPSHOT,true,true,,false,,true,false,SOURCE|SERVICE|ENDPOINT|TEST,POST /api/trial/register
CAP-F197D783C391,User Operational Compat,backend/app/api/compat/user_operational_compat.py,false,DISCOVERY_REQUIRED,,NOT_FOUND,GET /api/v6/payments/nowpayments/subscription/status,RESPONSIVE,http://127.0.0.1:443/api/v6/payments/nowpayments/subscription/status,REAL_SNAPSHOT,true,true,,false,,true,false,SOURCE|SERVICE|TEST,
CAP-F19E055AF8D6,User Operational Compat,backend/app/api/compat/user_operational_compat.py,false,DISCOVERY_REQUIRED,,NOT_FOUND,POST /api/auth/activate,UNSAFE_METHOD_NOT_EXECUTED,,REAL_SNAPSHOT,true,true,,false,,true,false,SOURCE|SERVICE|ENDPOINT|TEST,POST /api/auth/activate
CAP-FAAE9703FE61,User Operational Compat,backend/app/api/compat/user_operational_compat.py,false,DISCOVERY_REQUIRED,,NOT_FOUND,GET /api/user/alert-preferences,RESPONSIVE,http://127.0.0.1:443/api/user/alert-preferences,REAL_SNAPSHOT,true,true,,false,,true,false,SOURCE|SERVICE|TEST,
CAP-F4B0061B6EC3,Version,backend/framework/version/version.cjs,false,DISCOVERY_REQUIRED,,NOT_FOUND,GET /version,RESPONSIVE,http://127.0.0.1:443/version,REAL_SNAPSHOT,true,false,,false,,true,false,SOURCE|SERVICE|CALCULATION|TEST,
CAP-5F632EA34B8F,002 Signal Decisions,backend/migrations/002_signal_decisions.sql,false,DISCOVERY_REQUIRED,,NOT_FOUND,DISCOVERY_REQUIRED,NO_CONTRACT,,UNKNOWN,false,false,,false,,false,false,SOURCE|SERVICE|ENDPOINT|REAL_DATA|CALCULATION|TEST|UI,
CAP-207978A2050E,Activate User By Token,backend/auth_api/ndsp_trial_register_gateway.cjs,false,ndsp-trial-register.service,ndsp-trial-register-canonical-wrapper.service|ndsp-trial-register.service,AMBIGUOUS,DISCOVERY_REQUIRED,NO_CONTRACT,,REAL_SNAPSHOT,true,true,,false,,false,false,SOURCE|SERVICE|ENDPOINT|TEST|UI,
CAP-61547C6436CE,Active Session User,backend/auth_api/ndsp_user_login_gateway.cjs,false,ndsp-user-login.service,ndsp-user-login.service,ACTIVE,GET /api/auth/login/health|POST /api/auth/login|POST /api/auth/2fa/login/verify|GET /api/auth/session|GET /api/auth/decision-room-access|POST /api/auth/runtime/usage/consume|GET /api/auth/profile|PUT /api/auth/profile|GET /api/auth/survey/status|POST /api/auth/survey/response|POST /api/auth/events|POST /api/auth/internal/legal-acceptance|POST /api/auth/internal/evidence|POST /api/auth/logout|GET /api/auth/2fa/status|POST /api/auth/2fa/setup|POST /api/auth/2fa/confirm|POST /api/auth/2fa/disable|POST /api/auth/2fa/status|POST /api/auth/2fa/setup/start|POST /api/auth/2fa/setup/confirm|POST /api/auth/2fa/setup/skip|POST /api/auth/2fa/setup/confirm-final|POST /api/auth/2fa/setup/confirm-speakeasy,RESPONSIVE,http://127.0.0.1:443/api/auth/login/health,REAL_SNAPSHOT,true,true,,false,,false,false,SOURCE|TEST|UI,POST /api/auth/login|POST /api/auth/2fa/login/verify|POST /api/auth/runtime/usage/consume|PUT /api/auth/profile|POST /api/auth/survey/response|POST /api/auth/events|POST /api/auth/internal/legal-acceptance|POST /api/auth/internal/evidence|POST /api/auth/logout|POST /api/auth/2fa/setup|POST /api/auth/2fa/confirm|POST /api/auth/2fa/disable|POST /api/auth/2fa/status|POST /api/auth/2fa/setup/start|POST /api/auth/2fa/setup/confirm|POST /api/auth/2fa/setup/skip|POST /api/auth/2fa/setup/confirm-final|POST /api/auth/2fa/setup/confirm-speakeasy
CAP-11F9C86C3DEA,Admin Candidates,backend/app/api/admin/telegram_routing_admin.py,false,DISCOVERY_REQUIRED,,NOT_FOUND,GET /status|POST /update|POST /test|GET /status|POST /update|POST /test,RESPONSIVE,http://127.0.0.1:443/status,REAL_SNAPSHOT,true,true,,false,,false,false,SOURCE|SERVICE|TEST|UI,POST /update|POST /test|POST /update|POST /test
CAP-85BADA8EEE4D,Admin Key Ok,backend/app/api/internal/telegram_routing_internal.py,false,DISCOVERY_REQUIRED,,NOT_FOUND,GET /debug-auth|GET /debug-db|GET /status|POST /update|POST /test|GET /debug-auth|GET /debug-db|GET /status|POST /update|POST /test,RESPONSIVE,http://127.0.0.1:443/debug-auth,REAL_SNAPSHOT,true,true,,false,,false,false,SOURCE|SERVICE|TEST|UI,POST /update|POST /test|POST /update|POST /test
CAP-F14BB07445FB,Admin Key Ok,backend/app/api/admin/telegram_routing_v2.py,false,DISCOVERY_REQUIRED,,NOT_FOUND,GET /status|POST /update|POST /test|GET /debug-auth|GET /status|POST /update|POST /test|GET /debug-auth,RESPONSIVE,http://127.0.0.1:443/status,REAL_SNAPSHOT,true,true,,false,,false,false,SOURCE|SERVICE|TEST|UI,POST /update|POST /test|POST /update|POST /test
CAP-F54EAA1EFDDA,Admin Key Ok,backend/app/api/admin/telegram_routing_admin.py,false,DISCOVERY_REQUIRED,,NOT_FOUND,GET /status|POST /update|POST /test|GET /status|POST /update|POST /test,RESPONSIVE,http://127.0.0.1:443/status,REAL_SNAPSHOT,true,true,,false,,false,false,SOURCE|SERVICE|TEST|UI,POST /update|POST /test|POST /update|POST /test
CAP-7FAFDEF8B916,Admin List Audit Events,apps/ndsp-governance-bridge/policies/admin_snapshot/audit_admin_v6.py,false,ndsp-governance-bridge.service,ndsp-governance-bridge.service,ACTIVE,DISCOVERY_REQUIRED,NO_CONTRACT,,UNKNOWN,false,false,,false,,false,false,SOURCE|ENDPOINT|REAL_DATA|CALCULATION|TEST|UI,
CAP-439EB8A1AE69,Admin Mail To,backend/auth_api/ndsp_trial_register_gateway.cjs,false,ndsp-trial-register.service,ndsp-trial-register-canonical-wrapper.service|ndsp-trial-register.service,AMBIGUOUS,DISCOVERY_REQUIRED,NO_CONTRACT,,REAL_SNAPSHOT,true,true,,false,,false,false,SOURCE|SERVICE|ENDPOINT|TEST|UI,
CAP-C85D75362012,Admin Only,backend/server.js,true,DISCOVERY_REQUIRED,,NOT_FOUND,GET /health|POST /auth/register|POST /auth/login|GET /me|POST /feedback|POST /upgrade-request|GET /upgrade-requests/me|GET /admin/upgrade-requests|POST /admin/upgrade-requests/:id/review|GET /trial/status|GET /admin/feedback|POST /admin/feedback/:id/review|GET /notifications|POST /notifications/:id/read|GET /admin/notifications|POST /admin/notifications/send|GET /plans|GET /admin/plans|PUT /admin/plans/:id|POST /admin/plans/:id/features|DELETE /admin/plan-features/:id|PUT /admin/plans/:id/layers/:layerKey|GET /admin/stats|PUT /admin/users/:id|DELETE /admin/users/:id|GET /admin/users|POST /api/auth/2fa/setup/start|POST /api/auth/2fa/setup/confirm|POST /__retired_api_admin_users_action_legacy|POST /api/auth/2fa/setup/start|GET /api/admin/telegram-routing/status|POST /api/admin/telegram-routing/update|POST /api/admin/telegram-routing/test,RESPONSIVE,http://127.0.0.1:443/health,REAL_SNAPSHOT,true,true,,false,,false,false,SERVICE|TEST|UI,POST /auth/register|POST /auth/login|POST /feedback|POST /upgrade-request|POST /admin/upgrade-requests/:id/review|POST /admin/feedback/:id/review|POST /notifications/:id/read|POST /admin/notifications/send|PUT /admin/plans/:id|POST /admin/plans/:id/features|DELETE /admin/plan-features/:id|PUT /admin/plans/:id/layers/:layerKey|PUT /admin/users/:id|DELETE /admin/users/:id|POST /api/auth/2fa/setup/start|POST /api/auth/2fa/setup/confirm|POST /__retired_api_admin_users_action_legacy|POST /api/auth/2fa/setup/start|POST /api/admin/telegram-routing/update|POST /api/admin/telegram-routing/test
CAP-1F6C6744CA7A,Alert Text,backend/app/support_layers/delivery/ndsp_delivery_interfaces.py,false,DISCOVERY_REQUIRED,,NOT_FOUND,DISCOVERY_REQUIRED,NO_CONTRACT,,REAL_SNAPSHOT,true,true,,false,,false,false,SOURCE|SERVICE|ENDPOINT|TEST|UI,
CAP-9C9E08E2F53E,Apply Governance Runtime,apps/ndsp-governance-bridge/policies/governance_runtime.py,false,ndsp-governance-bridge.service,ndsp-governance-bridge.service,ACTIVE,DISCOVERY_REQUIRED,NO_CONTRACT,,UNKNOWN,false,false,,false,,false,false,SOURCE|ENDPOINT|REAL_DATA|CALCULATION|TEST|UI,
CAP-C9B83A923CCA,Apply Runtime Governance,apps/ndsp-governance-bridge/policies/governance_runtime.py,false,ndsp-governance-bridge.service,ndsp-governance-bridge.service,ACTIVE,DISCOVERY_REQUIRED,NO_CONTRACT,,UNKNOWN,false,false,,false,,false,false,SOURCE|ENDPOINT|REAL_DATA|CALCULATION|TEST|UI,
CAP-291C5498F747,Attach Tdl Trade Horizon Addons,backend/auth_api/ndsp_tdl_trade_horizon_addons.cjs,false,DISCOVERY_REQUIRED,,NOT_FOUND,DISCOVERY_REQUIRED,NO_CONTRACT,,UNKNOWN,false,false,,false,,false,false,SOURCE|SERVICE|ENDPOINT|REAL_DATA|CALCULATION|TEST|UI,
CAP-26EC4D157EE6,Auth,backend/server.js,true,DISCOVERY_REQUIRED,,NOT_FOUND,GET /health|POST /auth/register|POST /auth/login|GET /me|POST /feedback|POST /upgrade-request|GET /upgrade-requests/me|GET /admin/upgrade-requests|POST /admin/upgrade-requests/:id/review|GET /trial/status|GET /admin/feedback|POST /admin/feedback/:id/review|GET /notifications|POST /notifications/:id/read|GET /admin/notifications|POST /admin/notifications/send|GET /plans|GET /admin/plans|PUT /admin/plans/:id|POST /admin/plans/:id/features|DELETE /admin/plan-features/:id|PUT /admin/plans/:id/layers/:layerKey|GET /admin/stats|PUT /admin/users/:id|DELETE /admin/users/:id|GET /admin/users|POST /api/auth/2fa/setup/start|POST /api/auth/2fa/setup/confirm|POST /__retired_api_admin_users_action_legacy|POST /api/auth/2fa/setup/start|GET /api/admin/telegram-routing/status|POST /api/admin/telegram-routing/update|POST /api/admin/telegram-routing/test,RESPONSIVE,http://127.0.0.1:443/health,REAL_SNAPSHOT,true,true,,false,,false,false,SERVICE|TEST|UI,POST /auth/register|POST /auth/login|POST /feedback|POST /upgrade-request|POST /admin/upgrade-requests/:id/review|POST /admin/feedback/:id/review|POST /notifications/:id/read|POST /admin/notifications/send|PUT /admin/plans/:id|POST /admin/plans/:id/features|DELETE /admin/plan-features/:id|PUT /admin/plans/:id/layers/:layerKey|PUT /admin/users/:id|DELETE /admin/users/:id|POST /api/auth/2fa/setup/start|POST /api/auth/2fa/setup/confirm|POST /__retired_api_admin_users_action_legacy|POST /api/auth/2fa/setup/start|POST /api/admin/telegram-routing/update|POST /api/admin/telegram-routing/test
CAP-46EAB19BB0B6,Auth,backend/auth_api/ndsp_user_login_gateway.cjs,false,ndsp-user-login.service,ndsp-user-login.service,ACTIVE,GET /api/auth/login/health|POST /api/auth/login|POST /api/auth/2fa/login/verify|GET /api/auth/session|GET /api/auth/decision-room-access|POST /api/auth/runtime/usage/consume|GET /api/auth/profile|PUT /api/auth/profile|GET /api/auth/survey/status|POST /api/auth/survey/response|POST /api/auth/events|POST /api/auth/internal/legal-acceptance|POST /api/auth/internal/evidence|POST /api/auth/logout|GET /api/auth/2fa/status|POST /api/auth/2fa/setup|POST /api/auth/2fa/confirm|POST /api/auth/2fa/disable|POST /api/auth/2fa/status|POST /api/auth/2fa/setup/start|POST /api/auth/2fa/setup/confirm|POST /api/auth/2fa/setup/skip|POST /api/auth/2fa/setup/confirm-final|POST /api/auth/2fa/setup/confirm-speakeasy,RESPONSIVE,http://127.0.0.1:443/api/auth/login/health,REAL_SNAPSHOT,true,true,,false,,false,false,SOURCE|TEST|UI,POST /api/auth/login|POST /api/auth/2fa/login/verify|POST /api/auth/runtime/usage/consume|PUT /api/auth/profile|POST /api/auth/survey/response|POST /api/auth/events|POST /api/auth/internal/legal-acceptance|POST /api/auth/internal/evidence|POST /api/auth/logout|POST /api/auth/2fa/setup|POST /api/auth/2fa/confirm|POST /api/auth/2fa/disable|POST /api/auth/2fa/status|POST /api/auth/2fa/setup/start|POST /api/auth/2fa/setup/confirm|POST /api/auth/2fa/setup/skip|POST /api/auth/2fa/setup/confirm-final|POST /api/auth/2fa/setup/confirm-speakeasy
