ID	RouteType	PathGuess	SourcePath	SourceLine	SHA256	Snippet	Classification	Notes
UIR-000070	SOURCE_UI_ROUTE_CANDIDATE	https://my.ndsp.app/login/	apps/public-landing/NDSP_Landing.html	20	d720951352f0eab361af86a4969b471e9fc61c0402eca71ab217f8e8d3897130	"window.location.href = ""https://my.ndsp.app/login/"";"	INFERRED_FROM_SOURCE	Manual verification required
UIR-000071	SOURCE_UI_ROUTE_CANDIDATE	/_next/static/media/280fac012b00b901-s.p.10sk5q~m.vz5z.woff2	apps/public-landing/index.html	1	494b3658019be59cf9c91d92d422a47d4db38575f04403f9a94bbdbecaa188e3	"<!DOCTYPE html><html lang=""ar"" dir=""rtl"" class=""dark cairo_a5ee9d0d-module__yPz62W__variable ibm_plex_sans_arabic_9463dc26-module__Li4I1W__variable""><head><meta charSet=""utf-8""/><meta name=""viewport"" content=""width=device-width, initial-scale=1""/><link rel=""preload"" href=""/_next/static/media/280fac012b00b901-s.p.10sk5q~m.vz5z.woff2"" as=""font"" crossorigin="""" type=""font/woff2""/><link rel=""preload"" href=""/_next/static/media/3347fc7792f0b5ea-s.p.03t-sxw-mfhfr.woff2"" as=""font"" crossorigin="""" type=""font/woff2""/><link rel=""preload"" href=""/_next/static/media/441492499fc86682-s.p.0gfg-v5ghxdlx.woff2"" a"	INFERRED_FROM_SOURCE	Manual verification required
UIR-000072	SOURCE_UI_ROUTE_CANDIDATE	/ndsp-gemini-theme.css	apps/public-landing/index.html	2	494b3658019be59cf9c91d92d422a47d4db38575f04403f9a94bbdbecaa188e3	"<link rel=""stylesheet"" href=""/ndsp-gemini-theme.css"">"	INFERRED_FROM_SOURCE	Manual verification required
UIR-000073	SOURCE_UI_ROUTE_CANDIDATE	/login/	apps/public-landing/index.html	3	494b3658019be59cf9c91d92d422a47d4db38575f04403f9a94bbdbecaa188e3	"</head><body class=""bg-background font-sans antialiased""><div hidden=""""><!--$--><!--/$--></div><main dir=""rtl"" class=""min-h-screen bg-background text-foreground""><section class=""relative overflow-hidden border-b border-border bg-[radial-gradient(circle_at_top_left,rgba(245,199,83,0.12),transparent_36%),linear-gradient(180deg,rgba(255,255,255,0.04),transparent)]""><div class=""mx-auto flex max-w-7xl flex-col gap-12 px-6 py-10 lg:px-10 lg:py-16""><header class=""flex items-center justify-between gap-4""><div class=""flex items-center gap-3""><span class=""flex h-12 w-12 items-center justify-center round"	INFERRED_FROM_SOURCE	Manual verification required
UIR-000074	SOURCE_UI_ROUTE_CANDIDATE	https://my.ndsp.app/login/	apps/public-landing/index.html	21	494b3658019be59cf9c91d92d422a47d4db38575f04403f9a94bbdbecaa188e3	"window.location.href = ""https://my.ndsp.app/login/"";"	INFERRED_FROM_SOURCE	Manual verification required
UIR-000075	SOURCE_UI_ROUTE_CANDIDATE	https://my.ndsp.app/login/	apps/public-landing/ndsp-public-root-login-router-final.js	9	9aeee77d036bc791de0230e7d5a3d4245b4f51b8e0f38c0c6eff3be5a087d571	"window.location.href=""https://my.ndsp.app/login/"";"	INFERRED_FROM_SOURCE	Manual verification required
UIR-000076	PATH_BASED_UI_ROUTE	UNKNOWN	backend/app/api/admin/telegram_routing_admin.py	PATH	ecf58f385501eb7f047d5a5d28f748035b8f2bb862a16a7a446d94f0bb048beb	Derived from file path	INFERRED_FROM_SOURCE	Manual verification required
UIR-000077	PATH_BASED_UI_ROUTE	UNKNOWN	backend/app/api/admin/telegram_routing_v2.py	PATH	4c4fa399167f216140e28246a348f9b99e0e88e59f0978d096b29574aca53e8d	Derived from file path	INFERRED_FROM_SOURCE	Manual verification required
UIR-000078	PATH_BASED_UI_ROUTE	UNKNOWN	backend/app/api/compat/nowpayments_create_alias.py	PATH	e192423d5dbc844fcf401f13c2be4399f670d6057489b8c6a9be2489553ae87c	Derived from file path	INFERRED_FROM_SOURCE	Manual verification required
UIR-000079	PATH_BASED_UI_ROUTE	UNKNOWN	backend/app/api/compat/user_operational_compat.py	PATH	b7189c7278c0e45ce71f66fb1c1b2b5debeaeb9b77331aa5c745f142af1b7448	Derived from file path	INFERRED_FROM_SOURCE	Manual verification required
UIR-000080	PATH_BASED_UI_ROUTE	UNKNOWN	backend/app/api/decision_quality_public.py	PATH	6378d022a9f9a4eec00c835b6f6998762d9838831f19d1b0872c610aa9a11006	Derived from file path	INFERRED_FROM_SOURCE	Manual verification required
UIR-000081	PATH_BASED_UI_ROUTE	UNKNOWN	backend/app/api/internal/telegram_routing_internal.py	PATH	773e2f51d62d2f56ec0ed28e662b296d0090d99c6f1d7fe41bc06385e3209a7f	Derived from file path	INFERRED_FROM_SOURCE	Manual verification required
UIR-000082	PATH_BASED_UI_ROUTE	UNKNOWN	backend/app/api/ndsp_public_quality_unique.py	PATH	cbba098bb12a62bfb615523738f853d290a4fb58cab84225f090913b4474ccd9	Derived from file path	INFERRED_FROM_SOURCE	Manual verification required
UIR-000083	PATH_BASED_UI_ROUTE	UNKNOWN	backend/app/api/ndsp_trial_activation_guard.py	PATH	36b54be581393294a1f0768e5e94c0acbc92b2ee01954b54492615d99fcfdc9e	Derived from file path	INFERRED_FROM_SOURCE	Manual verification required
UIR-000084	PATH_BASED_UI_ROUTE	UNKNOWN	backend/app/api/v1/frontend_contract.py	PATH	d4d2bde00b9b1fbae357bfe6d7a05b2e10c79ef52f73e4180646a0581cbf71c9	Derived from file path	INFERRED_FROM_SOURCE	Manual verification required
UIR-000085	PATH_BASED_UI_ROUTE	UNKNOWN	backend/app/core/market_positioning.py	PATH	1a45f9f3ae7c0902e94f0498ee2e96fd13f2ac45a1f8612011034750e8c559cf	Derived from file path	INFERRED_FROM_SOURCE	Manual verification required
UIR-000086	PATH_BASED_UI_ROUTE	UNKNOWN	backend/app/ndsp_governance/__init__.py	PATH	d6bda87dea66bbbcb85b158f6303b60cc57fefd4a398f9ae77d2716424947cfe	Derived from file path	INFERRED_FROM_SOURCE	Manual verification required
UIR-000087	PATH_BASED_UI_ROUTE	UNKNOWN	backend/app/ndsp_governance/decision_output_policy.py	PATH	221137c80f8cdd1cab56c3c764b2af4ead978dc36d91b89bf8c21a6619f52b71	Derived from file path	INFERRED_FROM_SOURCE	Manual verification required
UIR-000088	PATH_BASED_UI_ROUTE	UNKNOWN	backend/app/ndsp_governance/frontend_fields_api.py	PATH	713bb4743bf0a0812493b83231ea67a658eddc10be6c5c26b31887b112739a1e	Derived from file path	INFERRED_FROM_SOURCE	Manual verification required
UIR-000089	PATH_BASED_UI_ROUTE	UNKNOWN	backend/app/runtime/ndsp_quality_live_golden_wrapper.py	PATH	2e0333d65d952f96b67f5d331cfa566ff9289697c45e6e2050ffe49ab6cc0b79	Derived from file path	INFERRED_FROM_SOURCE	Manual verification required
UIR-000090	PATH_BASED_UI_ROUTE	UNKNOWN	backend/app/services/execution_webhook_bridge.py	PATH	ee901b9efc467ec6666185c38132a8b5da7ed89670eea05027ef4e5d6fac4cf4	Derived from file path	INFERRED_FROM_SOURCE	Manual verification required
UIR-000091	PATH_BASED_UI_ROUTE	UNKNOWN	backend/app/support_layers/backtest/backtest_engine.py	PATH	c7720804dc604851f92c042943493f005511aa49cd28e7d450835c5a8b6890df	Derived from file path	INFERRED_FROM_SOURCE	Manual verification required
UIR-000092	PATH_BASED_UI_ROUTE	UNKNOWN	backend/app/support_layers/black_layer/__init__.py	PATH	bc34ed9a2af469e2c529e4f01b8eb32855826870fe9ab7faf51f91f359a0d383	Derived from file path	INFERRED_FROM_SOURCE	Manual verification required
UIR-000093	PATH_BASED_UI_ROUTE	UNKNOWN	backend/app/support_layers/black_layer/black_layer_engine.py	PATH	5f723e269c04140b6f53897adef3b1a79366a69ec82355c62e38757fcb494893	Derived from file path	INFERRED_FROM_SOURCE	Manual verification required
UIR-000094	PATH_BASED_UI_ROUTE	UNKNOWN	backend/app/support_layers/black_layer/test_black_layer.py	PATH	3acccef0ac5ab537d65aa42d77fbf7ac3ca7634e793ef359a15acd0944d6fa0a	Derived from file path	INFERRED_FROM_SOURCE	Manual verification required
UIR-000095	PATH_BASED_UI_ROUTE	UNKNOWN	backend/app/support_layers/cot/cftc_auto_provider.py	PATH	6a4740c2939dced4c1484d288105365b1a486a02a2d1c27c67dcb5537ba98da3	Derived from file path	INFERRED_FROM_SOURCE	Manual verification required
UIR-000096	PATH_BASED_UI_ROUTE	UNKNOWN	backend/app/support_layers/cot/cot_asset_mapper.py	PATH	f2bb86e2c3a29db77585a49bae5b880b3a7e0965c2d70a7c95955a84f0cc30db	Derived from file path	INFERRED_FROM_SOURCE	Manual verification required
UIR-000097	PATH_BASED_UI_ROUTE	UNKNOWN	backend/app/support_layers/cot/cot_contracts.py	PATH	8aa2451aab916731adcca6040920afa25a3d29e8dea76bd6cf13a9c73222cd74	Derived from file path	INFERRED_FROM_SOURCE	Manual verification required
UIR-000098	PATH_BASED_UI_ROUTE	UNKNOWN	backend/app/support_layers/cot/cot_engine.py	PATH	2daad9ef23b669af23e08be9058465f8b5176c4cd27d625361db11eca6a5c7dd	Derived from file path	INFERRED_FROM_SOURCE	Manual verification required
UIR-000099	PATH_BASED_UI_ROUTE	UNKNOWN	backend/app/support_layers/cot/cot_storage.py	PATH	7dd89dc532adb630bf9f791e52e49d22b70ce6f3e63128b238c37524342c7d30	Derived from file path	INFERRED_FROM_SOURCE	Manual verification required
UIR-000100	PATH_BASED_UI_ROUTE	UNKNOWN	backend/app/support_layers/cot/manual_cot_provider.py	PATH	33ba87c07c87cf0e3943b16f8347eac61ba51b420bb6d13c33bc1a7bed05445c	Derived from file path	INFERRED_FROM_SOURCE	Manual verification required
UIR-000101	PATH_BASED_UI_ROUTE	UNKNOWN	backend/app/support_layers/cot/test_cot_spine.py	PATH	28047cc729a68fbd716532d34d254fb0c4337498134322642fe47cafacaf36c0	Derived from file path	INFERRED_FROM_SOURCE	Manual verification required
UIR-000102	PATH_BASED_UI_ROUTE	UNKNOWN	backend/app/support_layers/cot/test_cot_v6_1_storage.py	PATH	6156af5143e16eebf49df509fd95c9ca3c8db341d36484c89d72b6b9c9d8f02d	Derived from file path	INFERRED_FROM_SOURCE	Manual verification required
UIR-000103	PATH_BASED_UI_ROUTE	UNKNOWN	backend/app/support_layers/delivery/ndsp_delivery_interfaces.py	PATH	d0c154ed308dda8cb09876dccb5b78752441629e62ad063c08779714cab00c7a	Derived from file path	INFERRED_FROM_SOURCE	Manual verification required
UIR-000104	PATH_BASED_UI_ROUTE	UNKNOWN	backend/app/support_layers/delivery/ndsp_delivery_settings.py	PATH	7297853286e4ce00680e2903ff5a5796d3ef13d86fa59de38d2b2658dc8f2a09	Derived from file path	INFERRED_FROM_SOURCE	Manual verification required
UIR-000105	PATH_BASED_UI_ROUTE	UNKNOWN	backend/app/support_layers/delivery/ndsp_env_compat.py	PATH	ca13ceb82423c6d23d5b345fdb2885855f5cdb1ddd99a61cb0c18d0d1de06982	Derived from file path	INFERRED_FROM_SOURCE	Manual verification required
UIR-000106	PATH_BASED_UI_ROUTE	UNKNOWN	backend/app/support_layers/macro/__init__.py	PATH	369108ef6c9d493de9c620497f409a5e5640a6b5ae4377200359059fc0ae5889	Derived from file path	INFERRED_FROM_SOURCE	Manual verification required
UIR-000107	PATH_BASED_UI_ROUTE	UNKNOWN	backend/app/support_layers/macro/consensus_provider.py	PATH	bc56806635a425f67a0081f3bfad45d575563d72046ae3ec8fcdae8c15444315	Derived from file path	INFERRED_FROM_SOURCE	Manual verification required
UIR-000108	PATH_BASED_UI_ROUTE	UNKNOWN	backend/app/support_layers/macro/macro_logic.py	PATH	81992f04f63b8ee9bc30ecce5d3b7717866b8309663d35e12156596a54cf3048	Derived from file path	INFERRED_FROM_SOURCE	Manual verification required
UIR-000109	PATH_BASED_UI_ROUTE	UNKNOWN	backend/app/support_layers/macro/test_macro_logic.py	PATH	bef5559fec3185f7218176b2efd24035549fae40e390a9365a4e94e896fb01d7	Derived from file path	INFERRED_FROM_SOURCE	Manual verification required
UIR-000110	PATH_BASED_UI_ROUTE	UNKNOWN	backend/app/support_layers/quality/decision_quality_stack.py	PATH	bf173d2931da605f001d11284a180d820891f26369bfd1bb3c67ae24728564ff	Derived from file path	INFERRED_FROM_SOURCE	Manual verification required
UIR-000111	PATH_BASED_UI_ROUTE	UNKNOWN	backend/app/support_layers/quality/test_integration_dqs.py	PATH	3fae7507c101ee91af50d55d4c3c217b29b22d56b929747f742e79bc1eef7cef	Derived from file path	INFERRED_FROM_SOURCE	Manual verification required
UIR-000112	PATH_BASED_UI_ROUTE	UNKNOWN	backend/app/support_layers/scenario/__init__.py	PATH	90aa57953c64706efbf0df93400ee6d2bab0f39ff5ce601a8d21e6ea1d33a366	Derived from file path	INFERRED_FROM_SOURCE	Manual verification required
UIR-000113	PATH_BASED_UI_ROUTE	UNKNOWN	backend/app/support_layers/scenario/scenario_engine.py	PATH	8ef29aa4f4b074a36d50665196b30feaa6fd7e89203cb6be5b57457da049c88c	Derived from file path	INFERRED_FROM_SOURCE	Manual verification required
UIR-000114	SOURCE_UI_ROUTE_CANDIDATE	/NDSP_Sovereign_Command_Preview.html	backend/architecture/ui/artifacts/NDSP_Sovereign_Command_Preview.html	135	63290abc8144f012fa04dc4b5ea98d16e5391bb33eb50c81dded4dde75d10ed4	"<a class=""active"" href=""/NDSP_Sovereign_Command_Preview.html""><div><b>مركز القيادة</b><small>واجهة القرار السيادي</small></div><i class=""ico"">▦</i></a>"	INFERRED_FROM_SOURCE	Manual verification required
UIR-000115	SOURCE_UI_ROUTE_CANDIDATE	/NDSP_Command_Center.html	backend/architecture/ui/artifacts/NDSP_Sovereign_Command_Preview.html	136	63290abc8144f012fa04dc4b5ea98d16e5391bb33eb50c81dded4dde75d10ed4	"<a href=""/NDSP_Command_Center.html""><div><b>مركز القرار</b><small>الصفحة الأساسية</small></div><i class=""ico"">◈</i></a>"	INFERRED_FROM_SOURCE	Manual verification required
UIR-000116	SOURCE_UI_ROUTE_CANDIDATE	/NDSP_Asset_View.html	backend/architecture/ui/artifacts/NDSP_Sovereign_Command_Preview.html	137	63290abc8144f012fa04dc4b5ea98d16e5391bb33eb50c81dded4dde75d10ed4	"<a href=""/NDSP_Asset_View.html""><div><b>ذكاء السوق</b><small>قراءة السوق والمستويات</small></div><i class=""ico"">⌁</i></a>"	INFERRED_FROM_SOURCE	Manual verification required
UIR-000117	SOURCE_UI_ROUTE_CANDIDATE	/NDSP_Daily_Brief.html	backend/architecture/ui/artifacts/NDSP_Sovereign_Command_Preview.html	138	63290abc8144f012fa04dc4b5ea98d16e5391bb33eb50c81dded4dde75d10ed4	"<a href=""/NDSP_Daily_Brief.html""><div><b>الإيجاز اليومي</b><small>نشرة القرار</small></div><i class=""ico"">▤</i></a>"	INFERRED_FROM_SOURCE	Manual verification required
UIR-000118	SOURCE_UI_ROUTE_CANDIDATE	/NDSP_Settings_Alerts.html	backend/architecture/ui/artifacts/NDSP_Sovereign_Command_Preview.html	139	63290abc8144f012fa04dc4b5ea98d16e5391bb33eb50c81dded4dde75d10ed4	"<a href=""/NDSP_Settings_Alerts.html""><div><b>الإعدادات والإنذارات</b><small>ضبط وتنبيهات</small></div><i class=""ico"">◌</i></a>"	INFERRED_FROM_SOURCE	Manual verification required
UIR-000119	SOURCE_UI_ROUTE_CANDIDATE	/bot${cfg.token}/${method}	backend/auth_api/ndsp_admin_ui_proxy.cjs	193	73baa76f5df53e80b55839a950bef6d02eb92cf331eb5e161a4fe90eb1ffdb32	path: `/bot${cfg.token}/${method}`,	INFERRED_FROM_SOURCE	Manual verification required
UIR-000120	SOURCE_UI_ROUTE_CANDIDATE	/bot${cfg.token}/${method}	backend/auth_api/ndsp_admin_ui_proxy.cjs	287	73baa76f5df53e80b55839a950bef6d02eb92cf331eb5e161a4fe90eb1ffdb32	path: `/bot${cfg.token}/${method}`,	INFERRED_FROM_SOURCE	Manual verification required
UIR-000121	SOURCE_UI_ROUTE_CANDIDATE	${resetLink}	backend/auth_api/ndsp_password_reset_module.js	26	e0028e04ee5127bc3338b052479fed0f47952adaeb2f2b71dc8b29ae29eb0b46	"return `<!DOCTYPE html><html lang=""en""><head><meta charset=""UTF-8""><style>body{font-family:'Sora',sans-serif;background:#070A10;color:#fff;margin:0;padding:0}.container{max-width:600px;margin:0 auto;background:#070A10;border:1px solid #D9B65A;border-radius:8px}.header{background:linear-gradient(135deg,#D9B65A 0%,#F2D27A 100%);padding:24px;text-align:center;border-bottom:2px solid #070A10}.header h1{color:#070A10;margin:0;font-size:28px}.content{padding:32px 24px}.footer{background:#0a0d14;padding:20px;text-align:center;border-top:1px solid #D9B65A;font-size:12px;color:#888}.cta-button{display:"	INFERRED_FROM_SOURCE	Manual verification required
UIR-000122	SOURCE_UI_ROUTE_CANDIDATE	/api/auth/decision-room-access	backend/auth_api/ndsp_platform_gateway_9001.cjs	483	2f7e854d3723dbc83b7ce18c1af520d31bc859a9cb6c6c4db510ade1b24f3b46	path: '/api/auth/decision-room-access',	INFERRED_FROM_SOURCE	Manual verification required
UIR-000123	SOURCE_UI_ROUTE_CANDIDATE	/api/admin-actions/users/sync-json	backend/auth_api/ndsp_trial_register_gateway.cjs	473	0ae3a08d595b735644fbdb80a664629c7050a5bbca026262954ebcc48e9181fb	path: '/api/admin-actions/users/sync-json',	INFERRED_FROM_SOURCE	Manual verification required
UIR-000124	SOURCE_UI_ROUTE_CANDIDATE	/	backend/auth_api/ndsp_user_login_gateway.cjs	133	932cbbdda617f2189741843bb11d74b8218e837c61004f9e7ee07c7995854421	path: '/',	INFERRED_FROM_SOURCE	Manual verification required
UIR-000125	SOURCE_UI_ROUTE_CANDIDATE	/	backend/auth_api/ndsp_user_login_gateway.cjs	143	932cbbdda617f2189741843bb11d74b8218e837c61004f9e7ee07c7995854421	path: '/',	INFERRED_FROM_SOURCE	Manual verification required
UIR-000126	SOURCE_UI_ROUTE_CANDIDATE	/	backend/ndsp-access-guard-final/server.js	381	4aa68966c9684096e65be369f501588dc749d2e48fc4b1c8c711af853ab13466	"path: ""/"","	INFERRED_FROM_SOURCE	Manual verification required
UIR-000127	SOURCE_UI_ROUTE_CANDIDATE	/	backend/ndsp-access-guard-final/server.js	401	4aa68966c9684096e65be369f501588dc749d2e48fc4b1c8c711af853ab13466	"path: ""/"","	INFERRED_FROM_SOURCE	Manual verification required
UIR-000128	SOURCE_UI_ROUTE_CANDIDATE	/bot${TELEGRAM_BOT_TOKEN}/${method}${qs ? 	backend/ndsp-telegram-link-listener/server.js	69	f163cea8ad200db864d201c2019c0b422954c85ed10a261e51b8dd4463c445b1	"const path = `/bot${TELEGRAM_BOT_TOKEN}/${method}${qs ? ""?"" + qs : """"}`;"	INFERRED_FROM_SOURCE	Manual verification required
UIR-000129	SOURCE_UI_ROUTE_CANDIDATE	/api/auth/me?alerts_bridge_v38=	backend/ndsp-user-alert-channels/server.js	240	153c42a125dc0cb31158855e8a2ddc13be419d7faaac3bd81e13f1f7edc25d76	"path: ""/api/auth/me?alerts_bridge_v38="" + Date.now(),"	INFERRED_FROM_SOURCE	Manual verification required
UIR-000130	SOURCE_UI_ROUTE_CANDIDATE	/bot${token}/${method}	backend/ndsp-user-alert-channels/server.js	481	153c42a125dc0cb31158855e8a2ddc13be419d7faaac3bd81e13f1f7edc25d76	path: `/bot${token}/${method}`,	INFERRED_FROM_SOURCE	Manual verification required
UIR-000131	SOURCE_UI_ROUTE_CANDIDATE	/bot${cfg.token}/${method}	backend/ndsp_admin_ui_proxy.cjs	193	73baa76f5df53e80b55839a950bef6d02eb92cf331eb5e161a4fe90eb1ffdb32	path: `/bot${cfg.token}/${method}`,	INFERRED_FROM_SOURCE	Manual verification required
UIR-000132	SOURCE_UI_ROUTE_CANDIDATE	/bot${cfg.token}/${method}	backend/ndsp_admin_ui_proxy.cjs	287	73baa76f5df53e80b55839a950bef6d02eb92cf331eb5e161a4fe90eb1ffdb32	path: `/bot${cfg.token}/${method}`,	INFERRED_FROM_SOURCE	Manual verification required
UIR-000133	SOURCE_UI_ROUTE_CANDIDATE	${u.pathname}${u.search}	backend/ndsp_scenario_levels_adapter.cjs	68	eb7f7a8dba756080c7ace4d5ec263976180ebdf54f98236df114b2dd389b2eb7	path: `${u.pathname}${u.search}`,	INFERRED_FROM_SOURCE	Manual verification required
UIR-000134	SOURCE_UI_ROUTE_CANDIDATE	/api/admin-actions/users/sync-json	backend/ndsp_trial_register_gateway.cjs	437	30fca53eedd7fc4946a5e756630c5c1def5e492502e1dea333c850ba3c090cc0	path: '/api/admin-actions/users/sync-json',	INFERRED_FROM_SOURCE	Manual verification required
UIR-000135	SOURCE_UI_ROUTE_CANDIDATE	${link}	backend/password_reset_gateway/server.js	51	b42f589fcbc15906272b6999b713d008cc170ece73860ed038e4153972c6c3bc	"<a href=""${link}"" style=""background:#D9B65A;color:#070A10;padding:14px 28px;border-radius:6px;text-decoration:none;font-weight:bold"">"	INFERRED_FROM_SOURCE	Manual verification required
UIR-000136	SOURCE_UI_ROUTE_CANDIDATE	${url.pathname}${url.search}	backend/portal_snapshot_generator.cjs	99	8ab2e3dae7da4206b7d8466c1eec4c51f75ce77e886ae826aa13b955daa150c2	path: `${url.pathname}${url.search}`,	INFERRED_FROM_SOURCE	Manual verification required
UIR-000137	SOURCE_UI_ROUTE_CANDIDATE	$ROOT/services/$DIR_NAME	backend/sdk/devtoolkit/commands/create-service.sh	39	4b95fdd8eabdece71cd50bded1f238f5b7c443bd61d3b4114da0d291e56f2d90	"SERVICE_PATH=""$ROOT/services/$DIR_NAME"""	INFERRED_FROM_SOURCE	Manual verification required
UIR-000138	SOURCE_UI_ROUTE_CANDIDATE	/bot${token}/sendMessage	backend/server.js	1377	5213d5c4235617ccdb778511879568779e3239a05527ea6d1bee4782da8193f2	path: `/bot${token}/sendMessage`,	INFERRED_FROM_SOURCE	Manual verification required
UIR-000139	SOURCE_UI_ROUTE_CANDIDATE	https://fonts.googleapis.com	frontend/admin-console/NDSP_Admin_Console.html	8	ec2f74577258a70331e0996cd849caa228df6b264f0c0c4ee2a6472ef41f32ef	"<link rel=""preconnect"" href=""https://fonts.googleapis.com"">"	INFERRED_FROM_SOURCE	Manual verification required
UIR-000140	SOURCE_UI_ROUTE_CANDIDATE	https://fonts.gstatic.com	frontend/admin-console/NDSP_Admin_Console.html	9	ec2f74577258a70331e0996cd849caa228df6b264f0c0c4ee2a6472ef41f32ef	"<link rel=""preconnect"" href=""https://fonts.gstatic.com"" crossorigin>"	INFERRED_FROM_SOURCE	Manual verification required
UIR-000141	SOURCE_UI_ROUTE_CANDIDATE	https://fonts.googleapis.com/css2?family=Reem+Kufi:wght@400;500;600;700&family=IBM+Plex+Sans+Arabic:wght@300;400;500;600;700&family=IBM+Plex+Mono:wght@400;500;600&family=Sora:wght@300;400;600;700&display=swap	frontend/admin-console/NDSP_Admin_Console.html	10	ec2f74577258a70331e0996cd849caa228df6b264f0c0c4ee2a6472ef41f32ef	"<link href=""https://fonts.googleapis.com/css2?family=Reem+Kufi:wght@400;500;600;700&family=IBM+Plex+Sans+Arabic:wght@300;400;500;600;700&family=IBM+Plex+Mono:wght@400;500;600&family=Sora:wght@300;400;600;700&display=swap"" rel=""stylesheet"">"	INFERRED_FROM_SOURCE	Manual verification required
UIR-000142	SOURCE_UI_ROUTE_CANDIDATE	#hunterSeal	frontend/admin-console/NDSP_Admin_Console.html	170	ec2f74577258a70331e0996cd849caa228df6b264f0c0c4ee2a6472ef41f32ef	"<svg class=""seal-wm"" viewBox=""0 0 240 240"" aria-hidden=""true""><use href=""#hunterSeal""/></svg>"	INFERRED_FROM_SOURCE	Manual verification required
UIR-000143	SOURCE_UI_ROUTE_CANDIDATE	#arcTop	frontend/admin-console/NDSP_Admin_Console.html	181	ec2f74577258a70331e0996cd849caa228df6b264f0c0c4ee2a6472ef41f32ef	"<text font-family=""IBM Plex Mono,monospace"" font-size=""15"" letter-spacing=""6"" fill=""#D9B65A""><textPath href=""#arcTop"" startOffset=""50%"" text-anchor=""middle"">HUNTER</textPath></text>"	INFERRED_FROM_SOURCE	Manual verification required
UIR-000144	SOURCE_UI_ROUTE_CANDIDATE	#arcBot	frontend/admin-console/NDSP_Admin_Console.html	182	ec2f74577258a70331e0996cd849caa228df6b264f0c0c4ee2a6472ef41f32ef	"<text font-family=""IBM Plex Mono,monospace"" font-size=""13"" letter-spacing=""5"" fill=""#D9B65A""><textPath href=""#arcBot"" startOffset=""50%"" text-anchor=""middle"">KSA · 1</textPath></text>"	INFERRED_FROM_SOURCE	Manual verification required
UIR-000145	SOURCE_UI_ROUTE_CANDIDATE	#hunterSeal	frontend/admin-console/NDSP_Admin_Console.html	189	ec2f74577258a70331e0996cd849caa228df6b264f0c0c4ee2a6472ef41f32ef	"<svg viewBox=""0 0 240 240""><use href=""#hunterSeal""/></svg>"	INFERRED_FROM_SOURCE	Manual verification required
UIR-000146	SOURCE_UI_ROUTE_CANDIDATE	https://fonts.googleapis.com	frontend/admin-console/NDSP_Design_System.html	8	b0d7dc48142b1fbc4fb3a4b4b918eadb4e546f4579e004837ce5b3db2253fc52	"<link rel=""preconnect"" href=""https://fonts.googleapis.com"">"	INFERRED_FROM_SOURCE	Manual verification required
UIR-000147	SOURCE_UI_ROUTE_CANDIDATE	https://fonts.gstatic.com	frontend/admin-console/NDSP_Design_System.html	9	b0d7dc48142b1fbc4fb3a4b4b918eadb4e546f4579e004837ce5b3db2253fc52	"<link rel=""preconnect"" href=""https://fonts.gstatic.com"" crossorigin>"	INFERRED_FROM_SOURCE	Manual verification required
UIR-000148	SOURCE_UI_ROUTE_CANDIDATE	https://fonts.googleapis.com/css2?family=Reem+Kufi:wght@400;500;600;700&family=IBM+Plex+Sans+Arabic:wght@300;400;500;600;700&family=IBM+Plex+Mono:wght@400;500;600&family=Sora:wght@300;400;600;700;800&display=swap	frontend/admin-console/NDSP_Design_System.html	10	b0d7dc48142b1fbc4fb3a4b4b918eadb4e546f4579e004837ce5b3db2253fc52	"<link href=""https://fonts.googleapis.com/css2?family=Reem+Kufi:wght@400;500;600;700&family=IBM+Plex+Sans+Arabic:wght@300;400;500;600;700&family=IBM+Plex+Mono:wght@400;500;600&family=Sora:wght@300;400;600;700;800&display=swap"" rel=""stylesheet"">"	INFERRED_FROM_SOURCE	Manual verification required
UIR-000149	SOURCE_UI_ROUTE_CANDIDATE	#hunterSeal	frontend/admin-console/NDSP_Design_System.html	98	b0d7dc48142b1fbc4fb3a4b4b918eadb4e546f4579e004837ce5b3db2253fc52	"<svg class=""seal-wm"" viewBox=""0 0 240 240"" aria-hidden=""true""><use href=""#hunterSeal""/></svg>"	INFERRED_FROM_SOURCE	Manual verification required
UIR-000150	SOURCE_UI_ROUTE_CANDIDATE	#arcTop	frontend/admin-console/NDSP_Design_System.html	109	b0d7dc48142b1fbc4fb3a4b4b918eadb4e546f4579e004837ce5b3db2253fc52	"<text font-family=""IBM Plex Mono,monospace"" font-size=""15"" letter-spacing=""6"" fill=""#D9B65A""><textPath href=""#arcTop"" startOffset=""50%"" text-anchor=""middle"">HUNTER</textPath></text>"	INFERRED_FROM_SOURCE	Manual verification required
UIR-000151	SOURCE_UI_ROUTE_CANDIDATE	#arcBot	frontend/admin-console/NDSP_Design_System.html	110	b0d7dc48142b1fbc4fb3a4b4b918eadb4e546f4579e004837ce5b3db2253fc52	"<text font-family=""IBM Plex Mono,monospace"" font-size=""13"" letter-spacing=""5"" fill=""#D9B65A""><textPath href=""#arcBot"" startOffset=""50%"" text-anchor=""middle"">KSA · 1</textPath></text>"	INFERRED_FROM_SOURCE	Manual verification required
