ID	Category	Classification	SourcePath	SourceFile	SourceLines	SHA256	Snippet	Notes
EVD-274dcbb7aecd	LAYER_DISCOVERY	INFERRED_FROM_SOURCE	apps/admin-console/NDSP_Admin_Console.html	NDSP_Admin_Console.html	949	fc9c20b3222082bc132b6e4ab02b1305e23918b455e37b36829ec1c28b3a6c49	"<div class=""card-h""><div class=""t""><span class=""ic"">⛨</span><span data-i=""hiddenLayers"">الطبقات المخفية</span></div><span class=""tag"">PROTECTED</span></div>"	Candidate evidence only; manual verification required.
EVD-1f4cb800cdac	LAYER_DISCOVERY	INFERRED_FROM_SOURCE	apps/admin-console/NDSP_Admin_Console.html	NDSP_Admin_Console.html	951	fc9c20b3222082bc132b6e4ab02b1305e23918b455e37b36829ec1c28b3a6c49	"<div class=""hidden-strip"" data-i=""hiddenStrip""><b>12 LAYERS · MASKED</b><br>تشارك في كل مخرجة دون كشف الأسماء أو الترتيب أو طرق الحساب الداخلية أو المعاملات الداخلية.</div>"	Candidate evidence only; manual verification required.
EVD-61dadb181c2c	LAYER_DISCOVERY	INFERRED_FROM_SOURCE	apps/admin-console/NDSP_Admin_Console.html	NDSP_Admin_Console.html	1242	fc9c20b3222082bc132b6e4ab02b1305e23918b455e37b36829ec1c28b3a6c49	"<div class=""muted-note"" data-i=""analyticsNote"" style=""margin-top:16px""><b>الحوكمة:</b> إشارات UX آمنة فقط (مشاهدات، تنقّل، إكمال نماذج). لا كلمات مرور، لا بيانات تشغيل محمية، لا أسماء طبقات مخفية، لا بصمات خام معروضة.</div>"	Candidate evidence only; manual verification required.
EVD-17cbfea9b668	LAYER_DISCOVERY	INFERRED_FROM_SOURCE	apps/admin-console/NDSP_Admin_Console.html	NDSP_Admin_Console.html	1276	fc9c20b3222082bc132b6e4ab02b1305e23918b455e37b36829ec1c28b3a6c49	"nLayers:""حوكمة الطبقات"",nMarkets:""الأسواق والأصول"",nAlerts:""التنبيهات والإعدادات"",nHealth:""الصحة والنسخ"",nAnalytics:""تحليلات التجربة"",nSecurity:""الأمان والترجمة"","	Candidate evidence only; manual verification required.
EVD-611796a436b3	LAYER_DISCOVERY	INFERRED_FROM_SOURCE	apps/admin-console/NDSP_Admin_Console.html	NDSP_Admin_Console.html	1280	fc9c20b3222082bc132b6e4ab02b1305e23918b455e37b36829ec1c28b3a6c49	"layerStatus:""حالة حوكمة الطبقات"",lcTotal:""إجمالي الطبقات"",lcActive:""كلها تشارك"",lcVisible:""ظاهرة بالاسم"",lcGoverned:""محكومة"",lcHidden:""مخفيّة"",lcProtected:""محميّة"","	Candidate evidence only; manual verification required.
EVD-5e90a40d6a0a	LAYER_DISCOVERY	INFERRED_FROM_SOURCE	apps/admin-console/NDSP_Admin_Console.html	NDSP_Admin_Console.html	1281	fc9c20b3222082bc132b6e4ab02b1305e23918b455e37b36829ec1c28b3a6c49	"layerNote:""<b>قاعدة:</b> لا كشف للأسماء أو الترتيب أو طرق الحساب الداخلية أو المعاملات الداخلية. العرض = قيمة منقّحة فقط."","	Candidate evidence only; manual verification required.
EVD-d179f1af44a9	LAYER_DISCOVERY	INFERRED_FROM_SOURCE	apps/admin-console/NDSP_Admin_Console.html	NDSP_Admin_Console.html	1295	fc9c20b3222082bc132b6e4ab02b1305e23918b455e37b36829ec1c28b3a6c49	"visibleLayers:""الطبقات الأربع الظاهرة"",hiddenLayers:""الطبقات المخفية"","	Candidate evidence only; manual verification required.
EVD-24ff79dc9484	LAYER_DISCOVERY	INFERRED_FROM_SOURCE	apps/admin-console/NDSP_Admin_Console.html	NDSP_Admin_Console.html	1296	fc9c20b3222082bc132b6e4ab02b1305e23918b455e37b36829ec1c28b3a6c49	"hiddenStrip:""<b>12 LAYERS · MASKED</b><br>تشارك في كل مخرجة دون كشف الأسماء أو الترتيب أو طرق الحساب الداخلية أو المعاملات الداخلية."","	Candidate evidence only; manual verification required.
EVD-07ae9eb55110	LAYER_DISCOVERY	INFERRED_FROM_SOURCE	apps/admin-console/NDSP_Admin_Console.html	NDSP_Admin_Console.html	1303	fc9c20b3222082bc132b6e4ab02b1305e23918b455e37b36829ec1c28b3a6c49	"analyticsNote:""<b>الحوكمة:</b> إشارات UX آمنة فقط (مشاهدات، تنقّل، إكمال نماذج). لا كلمات مرور، لا بيانات تشغيل محمية، لا أسماء طبقات مخفية، لا بصمات خام معروضة."","	Candidate evidence only; manual verification required.
EVD-7fb75932ab4e	LAYER_DISCOVERY	INFERRED_FROM_SOURCE	apps/admin-console/NDSP_Admin_Console.html	NDSP_Admin_Console.html	1306	fc9c20b3222082bc132b6e4ab02b1305e23918b455e37b36829ec1c28b3a6c49	"titles:{overview:[""نظرة عامة"",""مركز عمليات DSP — لوحة الحوكمة والتشغيل""],users:[""المستخدمون"",""إدارة الحسابات والباقات وأوضاع اللوحة""],trials:[""التجارب"",""متابعة تجارب الـ١٦ يومًا ونية الترقية""],review:[""مراجعة التسجيل"",""قرارات مكافحة الإساءة والمراجعة اليدوية""],packages:[""الباقات"",""حدود الباقات المفروضة من الخادم""],payments:[""المدفوعات"",""حالات الاشتراك والاعتماد اليدوي""],layers:[""حوكمة الطبقات"",""١٦ طبقة · ٤ ظاهرة · ١٢ محميّة""],markets:[""الأسواق والأصول"",""حالة المحرّك ومصدر البيانات والتدقيق""],alerts:[""التنبيهات والإعدادات"",""حالة القنوات — البيانات تشغيل محمية مقنّعة دائمًا""],health:[""الصحة والن"	Candidate evidence only; manual verification required.
EVD-3a9e8f0ec3f2	LAYER_DISCOVERY	INFERRED_FROM_SOURCE	apps/admin-console/NDSP_Admin_Operations_Center.html	NDSP_Admin_Operations_Center.html	186	d75d3c39fadc28ded22dbe077fcfe7c088508b164bb851fa4fe367a5aa8a2169	"<div class=""warn"">هذه الشاشة تعرض مخرجات منقّحة فقط. لا تعرض معادلات أو أوزان أو أسماء طبقات مخفية أو منطق إشارة التوافق الذهبية.</div>"	Candidate evidence only; manual verification required.
EVD-d2886e836e7c	LAYER_DISCOVERY	INFERRED_FROM_SOURCE	apps/admin-console/NDSP_Design_System.html	NDSP_Design_System.html	295	1bb4620782bbd017e39655ed01129a2acc368e9c79addf98e42aa6e8dc2a1049	"""ENGINE & GOVERNANCE"":""المحركات والحوكمة"",""Layer Governance"":""حوكمة الطبقات"",""NMP Research Lab"":""مختبر أبحاث NMP"","	Candidate evidence only; manual verification required.
EVD-2284f308c789	LAYER_DISCOVERY	INFERRED_FROM_SOURCE	apps/admin-console/NDSP_Design_System.html	NDSP_Design_System.html	390	1bb4620782bbd017e39655ed01129a2acc368e9c79addf98e42aa6e8dc2a1049	"[""Overview"",""Users"",""Trials"",""Registration Review"",""Packages"",""Payments"",""Layer Governance"",""NMP Research Lab"",""Health"",""Reports"",""Backups"",""نظرة عامة"",""المستخدمون"",""التجارب"",""الباقات"",""المدفوعات""].forEach(function(x){"	Candidate evidence only; manual verification required.
EVD-ebf80e21d67e	LAYER_DISCOVERY	INFERRED_FROM_SOURCE	apps/admin-console/NDSP_Help_Center.html	NDSP_Help_Center.html	177	5236b64908677ab9fc750687d27660515665bad6923d38386b7f6917d10008b0	"{id:""layers"",nm:[""الطبقات والقراءة"",""Layers & reads""],ic:""⬡""},"	Candidate evidence only; manual verification required.
EVD-958025ded872	LAYER_DISCOVERY	INFERRED_FROM_SOURCE	apps/admin-console/NDSP_Help_Center.html	NDSP_Help_Center.html	201	5236b64908677ab9fc750687d27660515665bad6923d38386b7f6917d10008b0	"a:[""وصول كامل للطبقات الأربع الظاهرة وجودة القرار الكاملة طوال المدة، مع تفتّح تدريجي للطبقات على أربع مراحل عبر أيام رحلتك."","	Candidate evidence only; manual verification required.
EVD-b1f9253970ed	LAYER_DISCOVERY	INFERRED_FROM_SOURCE	apps/admin-console/NDSP_Help_Center.html	NDSP_Help_Center.html	202	5236b64908677ab9fc750687d27660515665bad6923d38386b7f6917d10008b0	"""Full access to the four visible layers and complete decision quality throughout, with a progressive unlock of the layers across four phases during your journey.""]},"	Candidate evidence only; manual verification required.
EVD-0a939fe2a90e	LAYER_DISCOVERY	INFERRED_FROM_SOURCE	apps/admin-console/NDSP_Help_Center.html	NDSP_Help_Center.html	206	5236b64908677ab9fc750687d27660515665bad6923d38386b7f6917d10008b0	"{cat:""layers"",q:[""ما هي الـ١٦ طبقة؟ ولماذا ٤ فقط ظاهرة؟"",""What are the 16 layers? Why are only 4 visible?""],"	Candidate evidence only; manual verification required.
EVD-c803df1f1144	LAYER_DISCOVERY	INFERRED_FROM_SOURCE	apps/admin-console/NDSP_Help_Center.html	NDSP_Help_Center.html	207	5236b64908677ab9fc750687d27660515665bad6923d38386b7f6917d10008b0	"a:[""١٦ طبقة تحليلية تشارك في كل قراءة. أربع ظاهرة بالاسم (<span class='gold'>منطق البُعد الزمني · نقطة التقاء نواف · محامي الشيطان · إشارة نواف الذهبية</span>)، و١٢ تعمل خلف الكواليس. إخفاؤها ليس غموضًا — بل حماية لجوهر المنصة، كما تحمي البنوك نماذجها. تحصل على القيمة، لا الوصفة."","	Candidate evidence only; manual verification required.
EVD-d7eefa38750f	LAYER_DISCOVERY	INFERRED_FROM_SOURCE	apps/admin-console/NDSP_Help_Center.html	NDSP_Help_Center.html	208	5236b64908677ab9fc750687d27660515665bad6923d38386b7f6917d10008b0	"""16 analytical layers contribute to every read. Four are named (<span class='gold'>Timed Direction Logic · Nawaf Meeting Point · Devil's Advocate · Nawaf Golden Alignment</span>), and 12 work behind the scenes. Hiding them isn't obscurity — it's protecting the platform's core, like banks protect their models. You get the value, not the recipe.""]},"	Candidate evidence only; manual verification required.
EVD-e5d7d10476d6	LAYER_DISCOVERY	INFERRED_FROM_SOURCE	apps/admin-console/NDSP_Help_Center.html	NDSP_Help_Center.html	209	5236b64908677ab9fc750687d27660515665bad6923d38386b7f6917d10008b0	"{cat:""layers"",q:[""هل تكشفون طرق الحساب الداخلية أو المعاملات الداخلية؟"",""Do you reveal the internal methods or internal parameters?""],"	Candidate evidence only; manual verification required.
EVD-408dd2477302	LAYER_DISCOVERY	INFERRED_FROM_SOURCE	apps/admin-console/NDSP_Help_Center.html	NDSP_Help_Center.html	210	5236b64908677ab9fc750687d27660515665bad6923d38386b7f6917d10008b0	"a:[""لا، أبدًا. لا تُعرض طرق الحساب الداخلية ولا المعاملات الداخلية ولا الدرجات الداخلية ولا أسماء الطبقات المخفية ولا ترتيبها. المعروض دائمًا <b>قيمة منقّحة</b> فقط."","	Candidate evidence only; manual verification required.
EVD-7535f21f17e1	LAYER_DISCOVERY	INFERRED_FROM_SOURCE	apps/admin-console/NDSP_Help_Center.html	NDSP_Help_Center.html	211	5236b64908677ab9fc750687d27660515665bad6923d38386b7f6917d10008b0	"""No, never. No internal methods, internal parameters, internal scores, hidden layer names, or their order are shown. What's displayed is always a <b>sanitized value</b> only.""]},"	Candidate evidence only; manual verification required.
EVD-0bd201b2a3fd	LAYER_DISCOVERY	INFERRED_FROM_SOURCE	apps/admin-console/NDSP_Help_Center.html	NDSP_Help_Center.html	212	5236b64908677ab9fc750687d27660515665bad6923d38386b7f6917d10008b0	"{cat:""layers"",q:[""ما معنى «جودة القرار»؟"",""What does 'decision quality' mean?""],"	Candidate evidence only; manual verification required.
EVD-ca3df078341f	LAYER_DISCOVERY	INFERRED_FROM_SOURCE	apps/admin-console/NDSP_Help_Center.html	NDSP_Help_Center.html	213	5236b64908677ab9fc750687d27660515665bad6923d38386b7f6917d10008b0	"a:[""مؤشر واحد يلخّص <b>متانة القراءة</b> بعد مرور كل الطبقات — يساعدك تعرف متى القراءة متماسكة ومتى تتحفّظ. ليس احتمال ربح ولا تنبؤًا مضمونًا."","	Candidate evidence only; manual verification required.
EVD-73bace812f15	LAYER_DISCOVERY	INFERRED_FROM_SOURCE	apps/admin-console/NDSP_Help_Center.html	NDSP_Help_Center.html	214	5236b64908677ab9fc750687d27660515665bad6923d38386b7f6917d10008b0	"""A single index summarizing the <b>robustness of a read</b> after all layers — helping you tell when a read is coherent and when to hold back. It's not a win probability or a guaranteed forecast.""]},"	Candidate evidence only; manual verification required.
EVD-c06cfc94a5d5	LAYER_DISCOVERY	INFERRED_FROM_SOURCE	apps/admin-console/NDSP_Help_Center.html	NDSP_Help_Center.html	322	5236b64908677ab9fc750687d27660515665bad6923d38386b7f6917d10008b0	"""ENGINE & GOVERNANCE"":""المحركات والحوكمة"",""Layer Governance"":""حوكمة الطبقات"",""NMP Research Lab"":""مختبر أبحاث NMP"","	Candidate evidence only; manual verification required.
EVD-6884ebf16447	LAYER_DISCOVERY	INFERRED_FROM_SOURCE	apps/admin-console/NDSP_Help_Center.html	NDSP_Help_Center.html	417	5236b64908677ab9fc750687d27660515665bad6923d38386b7f6917d10008b0	"[""Overview"",""Users"",""Trials"",""Registration Review"",""Packages"",""Payments"",""Layer Governance"",""NMP Research Lab"",""Health"",""Reports"",""Backups"",""نظرة عامة"",""المستخدمون"",""التجارب"",""الباقات"",""المدفوعات""].forEach(function(x){"	Candidate evidence only; manual verification required.
EVD-2987222fed77	LAYER_DISCOVERY	INFERRED_FROM_SOURCE	apps/admin-console/NDSP_Terms_Privacy.html	NDSP_Terms_Privacy.html	145	ee7b49a006c010a872becb3799eb7aee58229ed6c2f0a7a7717c8028f7f60ad1	"<p data-i=""privBanP"">نجمع <span class=""gold"">إشارات آمنة فقط</span> بالقدر اللازم لتشغيل المنصة وحماية المقاعد. لا نبيع بياناتك، ولا نعرض بيانات تشغيل محمية، ولا نكشف طرق الحساب الداخلية أو أسماء الطبقات أو البصمات المحمية. اعتمادات الدخول مجزّأة لا تُخزّن كنص.</p></div>"	Candidate evidence only; manual verification required.
EVD-b2073ffa2094	LAYER_DISCOVERY	INFERRED_FROM_SOURCE	apps/admin-console/NDSP_Terms_Privacy.html	NDSP_Terms_Privacy.html	184	ee7b49a006c010a872becb3799eb7aee58229ed6c2f0a7a7717c8028f7f60ad1	"[""المحرّك، الطبقات التحليلية الست عشرة، التصاميم، والعلامة (Hunter_KSA1) مملوكة لـ DSP ومحميّة. لا تُكشف طرق الحساب الداخلية أو المعاملات الداخلية أو أسماء الطبقات المخفية أو ترتيبها."",""The engine, the sixteen analytical layers, the designs, and the mark (Hunter_KSA1) are owned by DSP and protected. Internal methods, internal parameters, hidden layer names, and their order are never disclosed.""]]},"	Candidate evidence only; manual verification required.
EVD-98add7387b66	LAYER_DISCOVERY	INFERRED_FROM_SOURCE	apps/admin-console/NDSP_Terms_Privacy.html	NDSP_Terms_Privacy.html	195	ee7b49a006c010a872becb3799eb7aee58229ed6c2f0a7a7717c8028f7f60ad1	"[""لا تُعرض ولا تُسجَّل في الواجهة: <b>طرق الحساب الداخلية، المعاملات الداخلية، الدرجات الداخلية، أسماء الطبقات المخفية أو ترتيبها، والبصمات المحمية</b>."",""Never shown or logged in the frontend: <b>internal methods, internal parameters, internal scores, hidden layer names or their order, and protected fingerprints</b>.""],"	Candidate evidence only; manual verification required.
EVD-bfecfff5114c	LAYER_DISCOVERY	INFERRED_FROM_SOURCE	apps/admin-console/NDSP_Terms_Privacy.html	NDSP_Terms_Privacy.html	219	ee7b49a006c010a872becb3799eb7aee58229ed6c2f0a7a7717c8028f7f60ad1	"privBanP:""نجمع <span class='gold'>إشارات آمنة فقط</span> بالقدر اللازم لتشغيل المنصة وحماية المقاعد. لا نبيع بياناتك، ولا نعرض بيانات تشغيل محمية، ولا نكشف طرق الحساب الداخلية أو أسماء الطبقات أو البصمات المحمية. اعتمادات الدخول مجزّأة لا تُخزّن كنص."","	Candidate evidence only; manual verification required.
EVD-31ee177b7827	LAYER_DISCOVERY	INFERRED_FROM_SOURCE	apps/admin-console/NDSP_Terms_Privacy.html	NDSP_Terms_Privacy.html	230	ee7b49a006c010a872becb3799eb7aee58229ed6c2f0a7a7717c8028f7f60ad1	"privBanP:""We collect <span class='gold'>safe signals only</span>, to the extent needed to run the platform and protect seats. We don't sell your data, show any protecteds, or reveal internal methods, layer names, or protected fingerprints. Credentials are hashed, never stored as text."","	Candidate evidence only; manual verification required.
EVD-43cd18d13e6c	LAYER_DISCOVERY	INFERRED_FROM_SOURCE	apps/admin-console/NDSP_Terms_Privacy.html	NDSP_Terms_Privacy.html	287	ee7b49a006c010a872becb3799eb7aee58229ed6c2f0a7a7717c8028f7f60ad1	"""ENGINE & GOVERNANCE"":""المحركات والحوكمة"",""Layer Governance"":""حوكمة الطبقات"",""NMP Research Lab"":""مختبر أبحاث NMP"","	Candidate evidence only; manual verification required.
EVD-1d3d06a33303	LAYER_DISCOVERY	INFERRED_FROM_SOURCE	apps/admin-console/NDSP_Terms_Privacy.html	NDSP_Terms_Privacy.html	382	ee7b49a006c010a872becb3799eb7aee58229ed6c2f0a7a7717c8028f7f60ad1	"[""Overview"",""Users"",""Trials"",""Registration Review"",""Packages"",""Payments"",""Layer Governance"",""NMP Research Lab"",""Health"",""Reports"",""Backups"",""نظرة عامة"",""المستخدمون"",""التجارب"",""الباقات"",""المدفوعات""].forEach(function(x){"	Candidate evidence only; manual verification required.
EVD-80d4259780c6	LAYER_DISCOVERY	INFERRED_FROM_SOURCE	apps/admin-console/NMP_Research_Lab.html	NMP_Research_Lab.html	108	04f44c02c084e84f846e0d31a6fd51b055d8197fa3d14fe45b29a2e5d2bc802e	"""ENGINE & GOVERNANCE"":""المحركات والحوكمة"",""Layer Governance"":""حوكمة الطبقات"",""NMP Research Lab"":""مختبر أبحاث NMP"","	Candidate evidence only; manual verification required.
EVD-25b02b319d50	LAYER_DISCOVERY	INFERRED_FROM_SOURCE	apps/admin-console/NMP_Research_Lab.html	NMP_Research_Lab.html	203	04f44c02c084e84f846e0d31a6fd51b055d8197fa3d14fe45b29a2e5d2bc802e	"[""Overview"",""Users"",""Trials"",""Registration Review"",""Packages"",""Payments"",""Layer Governance"",""NMP Research Lab"",""Health"",""Reports"",""Backups"",""نظرة عامة"",""المستخدمون"",""التجارب"",""الباقات"",""المدفوعات""].forEach(function(x){"	Candidate evidence only; manual verification required.
EVD-ab27e04df923	LAYER_DISCOVERY	INFERRED_FROM_SOURCE	apps/admin-console/data/owner-layer-source-map.json	owner-layer-source-map.json	7	23577d6618e75c762e47078400fbeb8a48f0d2cea50611272cff2a18b4ad55ff	"""layers"": ["	Candidate evidence only; manual verification required.
EVD-2096a49e99d2	LAYER_DISCOVERY	INFERRED_FROM_SOURCE	apps/admin-console/data/owner-layer-source-map.json	owner-layer-source-map.json	18	23577d6618e75c762e47078400fbeb8a48f0d2cea50611272cff2a18b4ad55ff	"""file"": ""/home/nawaf511/empire-core-new/apps/ndsp-governance-bridge/layers/NDSP_OWNER_INTERNAL_16_LAYER_REGISTRY.md"","	Candidate evidence only; manual verification required.
EVD-083c75659b77	LAYER_DISCOVERY	INFERRED_FROM_SOURCE	apps/admin-console/data/owner-layer-source-map.json	owner-layer-source-map.json	21	23577d6618e75c762e47078400fbeb8a48f0d2cea50611272cff2a18b4ad55ff	"""ublic display. - Public API: sanitized unless an owner-internal route is used. ## Layers 1. Temporal Decision Logic / TDL / منطق البعد الزمني 2. Nawaf Meet Point / NMP / نقطة التقاء نواف 3. Devil's Advocate / محامي الشيطان 4. Nawaf Golden Alignment / إشارة نواف الذهبية 5. Data Freshness And Source Integrity / سلامة وحداثة البيانات 6. Live Market Feed Bridge / جسر الأسعار والب"","	Candidate evidence only; manual verification required.
EVD-6c890c0e364e	LAYER_DISCOVERY	INFERRED_FROM_SOURCE	apps/admin-console/data/owner-layer-source-map.json	owner-layer-source-map.json	22	23577d6618e75c762e47078400fbeb8a48f0d2cea50611272cff2a18b4ad55ff	"""ublic display. - Public API: sanitized unless an owner-internal route is used. ## Layers 1. Temporal Decision Logic / TDL / منطق البعد الزمني 2. Nawaf Meet Point / NMP / نقطة التقاء نواف 3. Devil's Advocate / محامي الشيطان 4. Nawaf Golden Alignment / إشارة نواف الذهبية 5. Data Freshness And Source Integrity / سلامة وحداثة البيانات 6. Live Market Feed Bridge / جسر الأسعار والب"","	Candidate evidence only; manual verification required.
EVD-43e7375cdc0e	LAYER_DISCOVERY	INFERRED_FROM_SOURCE	apps/admin-console/data/owner-layer-source-map.json	owner-layer-source-map.json	23	23577d6618e75c762e47078400fbeb8a48f0d2cea50611272cff2a18b4ad55ff	"""explicitly approved for public display. - Public API: sanitized unless an owner-internal route is used. ## Layers 1. Temporal Decision Logic / TDL / منطق البعد الزمني 2. Nawaf Meet Point / NMP / نقطة التقاء نواف 3. Devil's Advocate / محامي الشيطان 4. Nawaf Golden Alignment / إشارة نواف الذهبية 5. Data Freshness And Source Integrity / سلامة وحداثة البيانات 6. Live Market Feed"""	Candidate evidence only; manual verification required.
EVD-ddcf4faf47ef	LAYER_DISCOVERY	INFERRED_FROM_SOURCE	apps/admin-console/data/owner-layer-source-map.json	owner-layer-source-map.json	27	23577d6618e75c762e47078400fbeb8a48f0d2cea50611272cff2a18b4ad55ff	"""file"": ""/home/nawaf511/empire-core-new/apps/ndsp-governance-bridge/layers/NDSP_OWNER_INTERNAL_16_LAYER_REGISTRY.json"","	Candidate evidence only; manual verification required.
EVD-5fa8a335fca8	LAYER_DISCOVERY	INFERRED_FROM_SOURCE	apps/admin-console/data/owner-layer-source-map.json	owner-layer-source-map.json	30	23577d6618e75c762e47078400fbeb8a48f0d2cea50611272cff2a18b4ad55ff	"""y approved.\"", \""layers\"": [ { \""id\"": 1, \""internal_name\"": \""Temporal Decision Logic\"", \""short_name\"": \""TDL\"", \""arabic_name\"": \""منطق البعد الزمني\"", \""visibility\"": \""public_allowed_and_owner_internal\"", \""logic\"": \""Determines the governing temporal bias and separates short, medium, and long-horizon decision context.\"", \""primary_output\"": \""governing"","	Candidate evidence only; manual verification required.
EVD-d41ebdfe041e	LAYER_DISCOVERY	INFERRED_FROM_SOURCE	apps/admin-console/data/owner-layer-source-map.json	owner-layer-source-map.json	31	23577d6618e75c762e47078400fbeb8a48f0d2cea50611272cff2a18b4ad55ff	"""y approved.\"", \""layers\"": [ { \""id\"": 1, \""internal_name\"": \""Temporal Decision Logic\"", \""short_name\"": \""TDL\"", \""arabic_name\"": \""منطق البعد الزمني\"", \""visibility\"": \""public_allowed_and_owner_internal\"", \""logic\"": \""Determines the governing temporal bias and separates short, medium, and long-horizon decision context.\"", \""primary_output\"": \""governing"","	Candidate evidence only; manual verification required.
EVD-44d6d8fd1465	LAYER_DISCOVERY	INFERRED_FROM_SOURCE	apps/admin-console/data/owner-layer-source-map.json	owner-layer-source-map.json	32	23577d6618e75c762e47078400fbeb8a48f0d2cea50611272cff2a18b4ad55ff	"""till mask internal layer names unless explicitly approved.\"", \""layers\"": [ { \""id\"": 1, \""internal_name\"": \""Temporal Decision Logic\"", \""short_name\"": \""TDL\"", \""arabic_name\"": \""منطق البعد الزمني\"", \""visibility\"": \""public_allowed_and_owner_internal\"", \""logic\"": \""Determines the governing temporal bias and separates short, medium, and long-horizon decisio"""	Candidate evidence only; manual verification required.
EVD-242f6f5bfd7c	LAYER_DISCOVERY	INFERRED_FROM_SOURCE	apps/admin-console/data/owner-layer-source-map.json	owner-layer-source-map.json	36	23577d6618e75c762e47078400fbeb8a48f0d2cea50611272cff2a18b4ad55ff	"""file"": ""/home/nawaf511/empire-core-new/apps/ndsp-governance-bridge/NDSP_LAYER_VISIBILITY_OWNER_INTERNAL_POLICY.md"","	Candidate evidence only; manual verification required.
