batch_id,capability_id,capability_name,p0_signature,service_required,endpoint_required,real_data_required,service_evidence_found,endpoint_evidence_found,real_data_evidence_found,candidate_count,selected_evidence_paths,machine_closed,human_confirmation_required
B16_SERVICE_ONLY,CAP-4B8CAC6792AE,Ndsp User Portal Final Experience V1 One Script,SERVICE_ONLY,true,false,false,true,true,true,383,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,true,true
B16_SERVICE_ONLY,CAP-4C3B7B99A4A6,Nowpayments Create Alias,SERVICE_ONLY,true,false,false,true,true,true,390,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,true,true
B16_SERVICE_ONLY,CAP-5F34508D1D07,User Operational Compat,SERVICE_ONLY,true,false,false,true,true,true,355,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,true,true
B16_SERVICE_ONLY,CAP-6FE68AAF4F33,Telegram Routing Internal,SERVICE_ONLY,true,false,false,true,true,true,387,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,true,true
B16_SERVICE_ONLY,CAP-70C19D24087E,Ndsp Nowpayments,SERVICE_ONLY,true,false,false,true,true,true,345,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,true,true
B16_SERVICE_ONLY,CAP-70F625B28F63,Alert Prefs Post,SERVICE_ONLY,true,false,false,true,true,true,120,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,true,true
B16_SERVICE_ONLY,CAP-7AF5F3CAE976,Ndsp Nowpayments,SERVICE_ONLY,true,false,false,true,true,true,346,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,true,true
B16_SERVICE_ONLY,CAP-8CF43007F5CD,Telegram Routing V2,SERVICE_ONLY,true,false,false,true,true,true,349,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,true,true
B16_SERVICE_ONLY,CAP-945D34B96341,User Operational Compat,SERVICE_ONLY,true,false,false,true,true,true,348,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,true,true
B16_SERVICE_ONLY,CAP-9EAA6B9BF2BC,User Operational Compat,SERVICE_ONLY,true,false,false,true,true,true,385,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,true,true
B16_SERVICE_ONLY,CAP-A194414E26E2,Telegram Routing Admin,SERVICE_ONLY,true,false,false,true,true,true,398,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,true,true
B16_SERVICE_ONLY,CAP-A34761515678,Framework Adapter,SERVICE_ONLY,true,false,false,true,true,true,386,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,true,true
B16_SERVICE_ONLY,CAP-AD97D3157EBD,Ndsp User Portal Final Experience V1 One Script,SERVICE_ONLY,true,false,false,true,true,true,377,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,true,true
