REFERENCE_REPORT_AVAILABLE	Path	SHA256	SizeBytes	ModifiedUTC	Classification
False	NOT_FOUND	UNKNOWN	UNKNOWN	UNKNOWN	DESIGN_AND_ARCHITECTURE_REFERENCE
