batch_id,capability_id,capability_name,p0_signature,closure_state,selected_evidence_paths,service_gap_remaining,endpoint_gap_remaining,real_data_gap_remaining,human_confirmation_required,ui_complete_created
B07_SERVICE_ENDPOINT,CAP-89390299C6D5,Trial Payload,SERVICE_ENDPOINT,CLOSED_MACHINE_EVIDENCE_FOUND,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,false,false,false,true,false
B07_SERVICE_ENDPOINT,CAP-943DEF53265C,Test Canonical Orchestrator Smoke,SERVICE_ENDPOINT,CLOSED_MACHINE_EVIDENCE_FOUND,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,false,false,false,true,false
B07_SERVICE_ENDPOINT,CAP-95CC41040BDF,Ndsp Restore Mandatory Governance,SERVICE_ENDPOINT,CLOSED_MACHINE_EVIDENCE_FOUND,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,false,false,false,true,false
B07_SERVICE_ENDPOINT,CAP-9A22FC96CE2A,Evaluate L13 Quality Stack,SERVICE_ENDPOINT,CLOSED_MACHINE_EVIDENCE_FOUND,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,false,false,false,true,false
B07_SERVICE_ENDPOINT,CAP-9B6A9F665D36,Determine Tdl Authority,SERVICE_ENDPOINT,CLOSED_MACHINE_EVIDENCE_FOUND,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,false,false,false,true,false
B07_SERVICE_ENDPOINT,CAP-A88B21563C34,Test Ndsp Python Tdl V2 Decision Outputs,SERVICE_ENDPOINT,CLOSED_MACHINE_EVIDENCE_FOUND,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,false,false,false,true,false
B07_SERVICE_ENDPOINT,CAP-A8E73E0663EE,Merge Trial,SERVICE_ENDPOINT,CLOSED_MACHINE_EVIDENCE_FOUND,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,false,false,false,true,false
B07_SERVICE_ENDPOINT,CAP-A9527D6180AE,Trial Payload,SERVICE_ENDPOINT,CLOSED_MACHINE_EVIDENCE_FOUND,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,false,false,false,true,false
B07_SERVICE_ENDPOINT,CAP-AA5A5B9114A2,Test Ndsp Python Decision Governance V1,SERVICE_ENDPOINT,CLOSED_MACHINE_EVIDENCE_FOUND,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,false,false,false,true,false
B07_SERVICE_ENDPOINT,CAP-C3FB17B62648,Cot Storage,SERVICE_ENDPOINT,CLOSED_MACHINE_EVIDENCE_FOUND,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,false,false,false,true,false
B07_SERVICE_ENDPOINT,CAP-C67E25BE8F61,Deliver Alert,SERVICE_ENDPOINT,CLOSED_MACHINE_EVIDENCE_FOUND,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,false,false,false,true,false
B07_SERVICE_ENDPOINT,CAP-CEBA8D26224F,Decision Ledger,SERVICE_ENDPOINT,CLOSED_MACHINE_EVIDENCE_FOUND,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,false,false,false,true,false
B07_SERVICE_ENDPOINT,CAP-D23D3D3D1D06,Evaluate L4 Cot Manager,SERVICE_ENDPOINT,CLOSED_MACHINE_EVIDENCE_FOUND,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,false,false,false,true,false
B07_SERVICE_ENDPOINT,CAP-D98F64969D0A,Test Contract Source And Quality Gate,SERVICE_ENDPOINT,CLOSED_MACHINE_EVIDENCE_FOUND,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,false,false,false,true,false
B07_SERVICE_ENDPOINT,CAP-DA166447891B,Status From Score,SERVICE_ENDPOINT,CLOSED_MACHINE_EVIDENCE_FOUND,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,false,false,false,true,false
B07_SERVICE_ENDPOINT,CAP-E5A863D04011,Report File Path,SERVICE_ENDPOINT,CLOSED_MACHINE_EVIDENCE_FOUND,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,false,false,false,true,false
B07_SERVICE_ENDPOINT,CAP-E62FA2E1D004,Ndspdecision Governance Middleware,SERVICE_ENDPOINT,CLOSED_MACHINE_EVIDENCE_FOUND,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,false,false,false,true,false
B07_SERVICE_ENDPOINT,CAP-EF54BFEEB974,Nmp Lab Engine,SERVICE_ENDPOINT,CLOSED_MACHINE_EVIDENCE_FOUND,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,false,false,false,true,false
B07_SERVICE_ENDPOINT,CAP-F7E8B7536496,Ndsp Restore Governance Keys,SERVICE_ENDPOINT,CLOSED_MACHINE_EVIDENCE_FOUND,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,false,false,false,true,false
B07_SERVICE_ENDPOINT,CAP-15DCBE989F60,Render Trials,SERVICE_ENDPOINT,CLOSED_MACHINE_EVIDENCE_FOUND,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,false,false,false,true,false
B07_SERVICE_ENDPOINT,CAP-28D8F9FFF6BB,Use Canonical Decision,SERVICE_ENDPOINT,CLOSED_MACHINE_EVIDENCE_FOUND,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,false,false,false,true,false
B07_SERVICE_ENDPOINT,CAP-3FE052703CF3,Use Completed Decisions V37,SERVICE_ENDPOINT,CLOSED_MACHINE_EVIDENCE_FOUND,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,false,false,false,true,false
B07_SERVICE_ENDPOINT,CAP-4735D0FCEC20,Normalize Decision Url,SERVICE_ENDPOINT,CLOSED_MACHINE_EVIDENCE_FOUND,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,false,false,false,true,false
B07_SERVICE_ENDPOINT,CAP-6C9E5493FEC3,Ndsp Live Trial Counters,SERVICE_ENDPOINT,CLOSED_MACHINE_EVIDENCE_FOUND,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,false,false,false,true,false
B07_SERVICE_ENDPOINT,CAP-8D32C8703DCE,Is Decision,SERVICE_ENDPOINT,CLOSED_MACHINE_EVIDENCE_FOUND,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,false,false,false,true,false
