symbol,timeframe,time,open,high,low,close,volume,bid,ask,spread,nmp_low,nmp_high
QCOM.ext,M30,2026.04.29 21:00:00,155.64000,156.34000,155.42000,156.30000,1610,176.05000,176.41000,36.00,0,0
QCOM.ext,M30,2026.04.29 21:30:00,156.38000,157.16000,156.28000,156.62000,1755,176.05000,176.41000,36.00,0,0
QCOM.ext,M30,2026.04.29 22:00:00,156.60000,156.77000,155.74000,156.69000,1695,176.05000,176.41000,36.00,0,0
QCOM.ext,M30,2026.04.29 22:30:00,156.67000,156.94000,155.41000,155.85000,2178,176.05000,176.41000,36.00,0,0
QCOM.ext,M30,2026.04.29 23:00:00,153.83000,175.71000,145.19000,174.63000,508,176.05000,176.41000,36.00,0,0
QCOM.ext,M30,2026.04.29 23:30:00,175.01000,179.00000,166.28000,172.44000,1169,176.05000,176.41000,36.00,0,0
QCOM.ext,M30,2026.04.30 00:00:00,172.79000,177.62000,168.90000,175.92000,307,176.05000,176.41000,36.00,0,0
QCOM.ext,M30,2026.04.30 00:30:00,175.98000,182.43000,175.38000,180.16000,718,176.05000,176.41000,36.00,0,0
QCOM.ext,M30,2026.04.30 01:00:00,180.14000,182.20000,176.33000,176.40000,371,176.05000,176.41000,36.00,0,0
QCOM.ext,M30,2026.04.30 01:30:00,176.39000,178.21000,173.98000,174.81000,228,176.05000,176.41000,36.00,0,0
QCOM.ext,M30,2026.04.30 02:00:00,174.89000,176.60000,174.40000,175.71000,145,176.05000,176.41000,36.00,0,0
QCOM.ext,M30,2026.04.30 02:30:00,176.14000,177.92000,176.14000,177.25000,133,176.05000,176.41000,36.00,0,0
QCOM.ext,M30,2026.04.30 03:00:00,176.66000,176.99000,174.91000,175.20000,387,176.05000,176.41000,36.00,0,0
QCOM.ext,M30,2026.04.30 03:30:00,175.20000,176.90000,175.18000,175.91000,377,176.05000,176.41000,36.00,0,0
QCOM.ext,M30,2026.04.30 04:00:00,175.90000,177.75000,175.88000,177.12000,221,176.05000,176.41000,36.00,0,0
QCOM.ext,M30,2026.04.30 04:30:00,177.10000,177.13000,176.08000,176.41000,184,176.05000,176.41000,36.00,0,0
QCOM.ext,M30,2026.04.30 05:00:00,176.42000,176.66000,176.04000,176.08000,160,176.05000,176.41000,36.00,0,0
QCOM.ext,M30,2026.04.30 05:30:00,176.04000,176.06000,174.88000,175.40000,268,176.05000,176.41000,36.00,0,0
