symbol,timeframe,time,open,high,low,close,volume,bid,ask,spread,nmp_low,nmp_high
BBD.us,H4,2026.02.20 16:30:00,3.99000,4.10000,3.96000,4.09000,857,3.77000,3.90000,13.00,0,0
BBD.us,H4,2026.02.20 20:30:00,4.10000,4.15000,4.08000,4.13000,448,3.77000,3.90000,13.00,0,0
BBD.us,H4,2026.02.23 16:30:00,4.12000,4.15000,4.01000,4.05000,905,3.77000,3.90000,13.00,0,0
BBD.us,H4,2026.02.23 20:30:00,4.04000,4.05000,4.00000,4.02000,482,3.77000,3.90000,13.00,0,0
BBD.us,H4,2026.02.24 16:30:00,3.96000,4.10000,3.94000,4.06000,953,3.77000,3.90000,13.00,0,0
BBD.us,H4,2026.02.24 20:30:00,4.07000,4.09000,4.03000,4.05000,458,3.77000,3.90000,13.00,0,0
BBD.us,H4,2026.02.25 16:30:00,4.07000,4.10000,4.04000,4.07000,478,3.77000,3.90000,13.00,0,0
BBD.us,H4,2026.02.25 20:30:00,4.06000,4.08000,4.02000,4.06000,393,3.77000,3.90000,13.00,0,0
BBD.us,H4,2026.02.26 16:30:00,3.96000,4.02000,3.91000,3.93000,601,3.77000,3.90000,13.00,0,0
BBD.us,H4,2026.02.26 20:30:00,3.95000,4.01000,3.93000,3.97000,171,3.77000,3.90000,13.00,0,0
BBD.us,H4,2026.02.27 16:30:00,4.11000,4.18000,4.06000,4.07000,709,3.77000,3.90000,13.00,0,0
BBD.us,H4,2026.02.27 20:30:00,4.08000,4.10000,4.00000,4.02000,372,3.77000,3.90000,13.00,0,0
BBD.us,H4,2026.03.02 16:30:00,3.89000,4.04000,3.86000,4.03000,755,3.77000,3.90000,13.00,0,0
BBD.us,H4,2026.03.02 20:30:00,4.02000,4.05000,3.99000,4.02000,341,3.77000,3.90000,13.00,0,0
BBD.us,H4,2026.03.03 16:30:00,3.70000,3.78000,3.63000,3.78000,883,3.77000,3.90000,13.00,0,0
BBD.us,H4,2026.03.03 20:30:00,3.77000,3.81000,3.73000,3.76000,474,3.77000,3.90000,13.00,0,0
BBD.us,H4,2026.03.04 16:30:00,3.78000,3.84000,3.76000,3.80000,648,3.77000,3.90000,13.00,0,0
BBD.us,H4,2026.03.04 20:30:00,3.79000,3.87000,3.79000,3.84000,379,3.77000,3.90000,13.00,0,0
BBD.us,H4,2026.03.05 16:30:00,3.70000,3.77000,3.64000,3.66000,729,3.77000,3.90000,13.00,0,0
BBD.us,H4,2026.03.05 20:30:00,3.65000,3.70000,3.64000,3.66000,402,3.77000,3.90000,13.00,0,0
BBD.us,H4,2026.03.06 16:30:00,3.56000,3.64000,3.55000,3.60000,838,3.77000,3.90000,13.00,0,0
BBD.us,H4,2026.03.06 20:30:00,3.61000,3.64000,3.58000,3.62000,436,3.77000,3.90000,13.00,0,0
BBD.us,H4,2026.03.09 16:30:00,3.61000,3.64000,3.55000,3.60000,956,3.77000,3.90000,13.00,0,0
BBD.us,H4,2026.03.09 20:30:00,3.59000,3.73000,3.58000,3.72000,500,3.77000,3.90000,13.00,0,0
BBD.us,H4,2026.03.10 16:30:00,3.70000,3.85000,3.70000,3.84000,754,3.77000,3.90000,13.00,0,0
BBD.us,H4,2026.03.10 20:30:00,3.83000,3.85000,3.78000,3.80000,508,3.77000,3.90000,13.00,0,0
BBD.us,H4,2026.03.11 16:30:00,3.72000,3.85000,3.72000,3.78000,804,3.77000,3.90000,13.00,0,0
