symbol,timeframe,time,open,high,low,close,volume,bid,ask,spread,nmp_low,nmp_high
BAC.ext,H1,2026.05.01 21:00:00,53.38000,53.40000,53.15000,53.23000,1211,53.27000,53.40000,13.00,0,0
BAC.ext,H1,2026.05.01 22:00:00,53.21000,53.42000,53.18000,53.24000,856,53.27000,53.40000,13.00,0,0
