symbol,timeframe,time,open,high,low,close,volume,bid,ask,spread,nmp_low,nmp_high
BIDU.us,M5,2026.05.01 21:50:00,125.71000,125.77000,125.68000,125.72000,36,125.88000,126.41000,53.00,0,0
BIDU.us,M5,2026.05.01 21:55:00,125.74000,125.74000,125.65000,125.70000,12,125.88000,126.41000,53.00,0,0
BIDU.us,M5,2026.05.01 22:00:00,125.68000,125.71000,125.65000,125.66000,8,125.88000,126.41000,53.00,0,0
BIDU.us,M5,2026.05.01 22:05:00,125.67000,125.68000,125.59000,125.59000,12,125.88000,126.41000,53.00,0,0
BIDU.us,M5,2026.05.01 22:10:00,125.59000,125.72000,125.59000,125.66000,17,125.88000,126.41000,53.00,0,0
BIDU.us,M5,2026.05.01 22:15:00,125.75000,125.88000,125.66000,125.80000,18,125.88000,126.41000,53.00,0,0
BIDU.us,M5,2026.05.01 22:20:00,125.91000,125.92000,125.83000,125.90000,18,125.88000,126.41000,53.00,0,0
BIDU.us,M5,2026.05.01 22:25:00,125.89000,125.93000,125.63000,125.85000,22,125.88000,126.41000,53.00,0,0
BIDU.us,M5,2026.05.01 22:30:00,125.63000,125.96000,125.63000,125.83000,46,125.88000,126.41000,53.00,0,0
BIDU.us,M5,2026.05.01 22:35:00,125.64000,126.01000,125.63000,125.90000,38,125.88000,126.41000,53.00,0,0
BIDU.us,M5,2026.05.01 22:40:00,125.96000,125.96000,125.79000,125.83000,26,125.88000,126.41000,53.00,0,0
BIDU.us,M5,2026.05.01 22:45:00,125.85000,125.90000,125.63000,125.64000,30,125.88000,126.41000,53.00,0,0
BIDU.us,M5,2026.05.01 22:50:00,125.94000,125.94000,125.63000,125.89000,18,125.88000,126.41000,53.00,0,0
