symbol,timeframe,time,open,high,low,close,volume,bid,ask,spread,nmp_low,nmp_high
COST.us,M5,2026.05.01 21:50:00,1008.27000,1009.06000,1007.67000,1008.08000,87,1010.60000,1011.86000,126.00,0,0
COST.us,M5,2026.05.01 21:55:00,1008.09000,1008.49000,1007.58000,1007.82000,68,1010.60000,1011.86000,126.00,0,0
COST.us,M5,2026.05.01 22:00:00,1007.83000,1008.12000,1007.48000,1007.49000,81,1010.60000,1011.86000,126.00,0,0
COST.us,M5,2026.05.01 22:05:00,1007.49000,1009.14000,1007.48000,1008.43000,64,1010.60000,1011.86000,126.00,0,0
COST.us,M5,2026.05.01 22:10:00,1008.70000,1009.90000,1008.47000,1009.72000,92,1010.60000,1011.86000,126.00,0,0
COST.us,M5,2026.05.01 22:15:00,1009.94000,1010.55000,1009.51000,1010.21000,111,1010.60000,1011.86000,126.00,0,0
COST.us,M5,2026.05.01 22:20:00,1009.84000,1010.77000,1009.59000,1010.35000,84,1010.60000,1011.86000,126.00,0,0
COST.us,M5,2026.05.01 22:25:00,1010.36000,1011.04000,1009.81000,1010.58000,137,1010.60000,1011.86000,126.00,0,0
COST.us,M5,2026.05.01 22:30:00,1010.58000,1011.14000,1009.48000,1009.48000,139,1010.60000,1011.86000,126.00,0,0
COST.us,M5,2026.05.01 22:35:00,1010.31000,1010.90000,1009.82000,1010.89000,74,1010.60000,1011.86000,126.00,0,0
COST.us,M5,2026.05.01 22:40:00,1010.89000,1011.13000,1009.98000,1010.13000,104,1010.60000,1011.86000,126.00,0,0
COST.us,M5,2026.05.01 22:45:00,1010.14000,1010.41000,1009.98000,1010.22000,59,1010.60000,1011.86000,126.00,0,0
COST.us,M5,2026.05.01 22:50:00,1010.56000,1011.03000,1010.32000,1010.60000,17,1010.60000,1011.86000,126.00,0,0
