symbol,timeframe,time,open,high,low,close,volume,bid,ask,spread,nmp_low,nmp_high
SBUX.us,D1,2026.05.01 00:00:00,105.01000,107.38000,105.01000,105.39000,11286,105.39000,105.67000,28.00,0,0
