symbol,timeframe,time,open,high,low,close,volume,bid,ask,spread,nmp_low,nmp_high
GLEN.uk,H4,2026.05.01 18:00:00,562.71000,563.51000,561.89000,562.35000,684,562.35000,564.95000,260.00,0,0
