symbol,timeframe,time,open,high,low,close,volume,bid,ask,spread,nmp_low,nmp_high
BATS.uk,M5,2026.05.01 18:25:00,4344.51000,4344.51000,4337.49000,4337.51000,71,4337.51000,4359.51000,2200.00,0,0
