symbol,timeframe,time,open,high,low,close,volume,bid,ask,spread,nmp_low,nmp_high
AUDNZD,D1,2026.05.01 00:00:00,1.21777,1.22114,1.21755,1.22108,126390,1.22109,1.22153,44.00,0,0
