symbol,timeframe,time,open,high,low,close,volume,bid,ask,spread,nmp_low,nmp_high
NKE.us,M5,2026.05.01 21:50:00,44.24000,44.27000,44.18000,44.21000,73,44.32000,44.45000,13.00,0,0
NKE.us,M5,2026.05.01 21:55:00,44.20000,44.22000,44.18000,44.19000,54,44.32000,44.45000,13.00,0,0
NKE.us,M5,2026.05.01 22:00:00,44.17000,44.24000,44.15000,44.18000,101,44.32000,44.45000,13.00,0,0
NKE.us,M5,2026.05.01 22:05:00,44.19000,44.27000,44.18000,44.27000,157,44.32000,44.45000,13.00,0,0
NKE.us,M5,2026.05.01 22:10:00,44.26000,44.37000,44.23000,44.37000,130,44.32000,44.45000,13.00,0,0
NKE.us,M5,2026.05.01 22:15:00,44.35000,44.37000,44.31000,44.34000,101,44.32000,44.45000,13.00,0,0
NKE.us,M5,2026.05.01 22:20:00,44.33000,44.36000,44.32000,44.33000,66,44.32000,44.45000,13.00,0,0
NKE.us,M5,2026.05.01 22:25:00,44.34000,44.36000,44.21000,44.24000,132,44.32000,44.45000,13.00,0,0
NKE.us,M5,2026.05.01 22:30:00,44.22000,44.27000,44.20000,44.22000,147,44.32000,44.45000,13.00,0,0
NKE.us,M5,2026.05.01 22:35:00,44.21000,44.31000,44.21000,44.31000,118,44.32000,44.45000,13.00,0,0
NKE.us,M5,2026.05.01 22:40:00,44.30000,44.35000,44.29000,44.33000,106,44.32000,44.45000,13.00,0,0
NKE.us,M5,2026.05.01 22:45:00,44.33000,44.34000,44.29000,44.31000,109,44.32000,44.45000,13.00,0,0
NKE.us,M5,2026.05.01 22:50:00,44.30000,44.33000,44.29000,44.31000,27,44.32000,44.45000,13.00,0,0
