capability_id,capability_name,source_evidenced,service_evidenced,endpoint_evidenced,real_data_evidenced,calculation_evidenced,test_evidenced,ui_evidenced,passed_dimension_count,total_dimension_count,remaining_gaps,recalculated_status,priority,existing_coverage_state,data_state,last_verified_at
CAP-98594541698F,Ndsp Business Ops,false,true,true,true,true,true,true,6,7,SOURCE,PARTIALLY_EVIDENCED,P0_CRITICAL,DISCOVERY_REQUIRED,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-C2F2BCB1164C,Ndsp Canonical Live Runtime V30,false,true,true,true,true,true,true,6,7,SOURCE,PARTIALLY_EVIDENCED,P0_CRITICAL,DISCOVERY_REQUIRED,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-21ECD3B6E0D3,Ndsp Canonical Live Runtime V33,false,true,true,true,true,true,true,6,7,SOURCE,PARTIALLY_EVIDENCED,P0_CRITICAL,DISCOVERY_REQUIRED,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-102062CC9F49,Ndsp Change Password Gateway,false,true,true,true,true,true,true,6,7,SOURCE,PARTIALLY_EVIDENCED,P0_CRITICAL,DISCOVERY_REQUIRED,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-97112AE5ED8B,Ndsp Commercial Auth Payment Staging,false,true,true,true,true,true,true,6,7,SOURCE,PARTIALLY_EVIDENCED,P0_CRITICAL,DISCOVERY_REQUIRED,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-A49CDCFF7C02,Ndsp Completed Decision,false,true,true,true,true,true,true,6,7,SOURCE,PARTIALLY_EVIDENCED,P0_CRITICAL,DISCOVERY_REQUIRED,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-50438E70B54F,Ndsp Completed Decisions Evidence V35,false,true,true,true,true,true,true,6,7,SOURCE,PARTIALLY_EVIDENCED,P0_CRITICAL,DISCOVERY_REQUIRED,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-559BFA960608,Ndsp Completed Decisions History V36,false,true,true,true,true,true,true,6,7,SOURCE,PARTIALLY_EVIDENCED,P0_CRITICAL,DISCOVERY_REQUIRED,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-A231C4D75E0C,Ndsp Create Otp Auth Url,false,true,true,true,true,true,true,6,7,SOURCE,PARTIALLY_EVIDENCED,P0_CRITICAL,UI_PARTIAL,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-4F0B75AAC48C,Ndsp Ctl 001 Workspace Identity,false,true,true,true,true,true,true,6,7,SOURCE,PARTIALLY_EVIDENCED,P0_CRITICAL,DISCOVERY_REQUIRED,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-8F2A33B96CD7,Ndsp Current User Display,false,true,true,true,true,true,true,6,7,SOURCE,PARTIALLY_EVIDENCED,P0_CRITICAL,DISCOVERY_REQUIRED,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-DD2EA6FDA5D8,Ndsp Decision Governance Core,false,true,true,true,true,true,true,6,7,SOURCE,PARTIALLY_EVIDENCED,P0_CRITICAL,DISCOVERY_REQUIRED,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-E3FE8FA9E536,Ndsp Decision Package V1,false,true,true,true,true,true,true,6,7,SOURCE,PARTIALLY_EVIDENCED,P0_CRITICAL,DISCOVERY_REQUIRED,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-6D3062BEB048,Ndsp Live Market Adapter,false,true,true,true,true,true,true,6,7,SOURCE,PARTIALLY_EVIDENCED,P0_CRITICAL,UI_PARTIAL,REAL_LIVE,2026-08-01T11:05:40.796869+00:00
CAP-2CD14474428C,Ndsp Market Data Bridge V2,false,true,true,true,true,true,true,6,7,SOURCE,PARTIALLY_EVIDENCED,P0_CRITICAL,DISCOVERY_REQUIRED,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-423A14E667A6,Ndsp News Ticker,false,true,true,true,true,true,true,6,7,SOURCE,PARTIALLY_EVIDENCED,P0_CRITICAL,DISCOVERY_REQUIRED,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-856006E91456,Ndsp Platform Gateway 9002,false,true,true,true,true,true,true,6,7,SOURCE,PARTIALLY_EVIDENCED,P0_CRITICAL,DISCOVERY_REQUIRED,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-0066A47FF328,Ndsp Public Decision Quality,false,true,true,true,true,true,true,6,7,SOURCE,PARTIALLY_EVIDENCED,P0_CRITICAL,SOURCE_IDENTIFIED,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-02AC4C12E6F4,Ndsp Public Summary V548,false,true,true,true,true,true,true,6,7,SOURCE,PARTIALLY_EVIDENCED,P0_CRITICAL,DISCOVERY_REQUIRED,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-D38B6F09E3C9,Ndsp Quality Live Nmp Wrapper,false,true,true,true,true,true,true,6,7,SOURCE,PARTIALLY_EVIDENCED,P0_CRITICAL,DISCOVERY_REQUIRED,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-75332A37EEA5,Ndsp Read Admin Action Key,false,true,true,true,true,true,true,6,7,SOURCE,PARTIALLY_EVIDENCED,P0_CRITICAL,UI_PARTIAL,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-6C85E57F2482,Ndsp Registration Consent V42,false,true,true,true,true,true,true,6,7,SOURCE,PARTIALLY_EVIDENCED,P0_CRITICAL,DISCOVERY_REQUIRED,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-F7E8B7536496,Ndsp Restore Governance Keys,false,true,true,true,true,true,true,6,7,SOURCE,PARTIALLY_EVIDENCED,P0_CRITICAL,UI_PARTIAL,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-95CC41040BDF,Ndsp Restore Mandatory Governance,false,true,true,true,true,true,true,6,7,SOURCE,PARTIALLY_EVIDENCED,P0_CRITICAL,UI_PARTIAL,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-48E363203012,Ndsp Tf Quality,false,true,true,true,true,true,true,6,7,SOURCE,PARTIALLY_EVIDENCED,P0_CRITICAL,SERVICE_CONNECTED,REAL_SNAPSHOT,2026-07-31T22:08:07Z
CAP-8F62216C7937,Ndsp Ui Bridge Api,false,true,true,true,true,true,true,6,7,SOURCE,PARTIALLY_EVIDENCED,P0_CRITICAL,DISCOVERY_REQUIRED,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-C887E550660D,Ndsp V1 Public Data Quality,false,true,true,true,true,true,true,6,7,SOURCE,PARTIALLY_EVIDENCED,P0_CRITICAL,SERVICE_CONNECTED,REAL_SNAPSHOT,2026-07-31T22:08:07Z
CAP-B519831DD104,Ndsp V201 Report Age Days,false,true,true,true,true,true,true,6,7,SOURCE,PARTIALLY_EVIDENCED,P0_CRITICAL,UI_PARTIAL,REAL_SNAPSHOT,2026-07-31T22:08:07Z
CAP-FA2F2A8AA5C9,Ndsp V3 Portal Gateway,false,true,true,true,true,true,true,6,7,SOURCE,PARTIALLY_EVIDENCED,P0_CRITICAL,DISCOVERY_REQUIRED,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-C2C16369E0B6,Ndsp V52 Contract,false,true,true,true,true,true,true,6,7,SOURCE,PARTIALLY_EVIDENCED,P0_CRITICAL,DISCOVERY_REQUIRED,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-0B34CF6B3DD7,Ndsp V53 Bridge,false,true,true,true,true,true,true,6,7,SOURCE,PARTIALLY_EVIDENCED,P0_CRITICAL,DISCOVERY_REQUIRED,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-E62FA2E1D004,Ndspdecision Governance Middleware,false,true,true,true,true,true,true,6,7,SOURCE,PARTIALLY_EVIDENCED,P0_CRITICAL,UI_PARTIAL,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-55B47C91DF6D,Ndsptrial Activation Guard Middleware,false,true,true,true,true,true,true,6,7,SOURCE,PARTIALLY_EVIDENCED,P0_CRITICAL,UI_PARTIAL,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-EF54BFEEB974,Nmp Lab Engine,false,true,true,true,true,true,true,6,7,SOURCE,PARTIALLY_EVIDENCED,P0_CRITICAL,SOURCE_IDENTIFIED,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-EAF0F47E923D,Normalize Risk Without False Pause,false,true,true,true,true,true,true,6,7,SOURCE,PARTIALLY_EVIDENCED,P0_CRITICAL,SERVICE_CONNECTED,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-54BED56B7320,Normalize User,false,true,true,true,true,true,true,6,7,SOURCE,PARTIALLY_EVIDENCED,P0_CRITICAL,UI_PARTIAL,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-1D6433FFEA50,Normalized Decision Plan,false,true,true,true,true,true,true,6,7,SOURCE,PARTIALLY_EVIDENCED,P0_CRITICAL,UI_PARTIAL,REAL_SNAPSHOT,2026-07-31T22:08:07Z
CAP-423A0277D2B0,Parse Quality,false,true,true,true,true,true,true,6,7,SOURCE,PARTIALLY_EVIDENCED,P0_CRITICAL,SERVICE_CONNECTED,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-08E20E709D83,Path Needs Governance,false,true,true,true,true,true,true,6,7,SOURCE,PARTIALLY_EVIDENCED,P0_CRITICAL,UI_PARTIAL,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-B6D6412125A9,Pick Admin Key,false,true,true,true,true,true,true,6,7,SOURCE,PARTIALLY_EVIDENCED,P0_CRITICAL,UI_PARTIAL,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-E4F9CD5311CA,Pick Market Timestamp,false,true,true,true,true,true,true,6,7,SOURCE,PARTIALLY_EVIDENCED,P0_CRITICAL,UI_PARTIAL,REAL_LIVE,2026-08-01T11:05:40.796869+00:00
CAP-AC57AF196812,Public Decision Quality,false,true,true,true,true,true,true,6,7,SOURCE,PARTIALLY_EVIDENCED,P0_CRITICAL,SOURCE_IDENTIFIED,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-72FE4FA915D8,Quality Grade,false,true,true,true,true,true,true,6,7,SOURCE,PARTIALLY_EVIDENCED,P0_CRITICAL,SOURCE_IDENTIFIED,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-02136C1E6984,Quality Labels,false,true,true,true,true,true,true,6,7,SOURCE,PARTIALLY_EVIDENCED,P0_CRITICAL,SERVICE_CONNECTED,REAL_SNAPSHOT,2026-07-31T22:08:07Z
CAP-4A426C29FEC9,Quality Live,false,true,true,true,true,true,true,6,7,SOURCE,PARTIALLY_EVIDENCED,P0_CRITICAL,SERVICE_CONNECTED,REAL_SNAPSHOT,2026-07-31T22:08:07Z
CAP-08273C63D4D2,Quality Result,false,true,true,true,true,true,true,6,7,SOURCE,PARTIALLY_EVIDENCED,P0_CRITICAL,SOURCE_IDENTIFIED,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-2550A9AE98FE,Render Trials,false,true,true,true,true,true,true,6,7,SOURCE,PARTIALLY_EVIDENCED,P0_CRITICAL,UI_PARTIAL,REAL_LIVE,2026-08-01T11:05:40.796869+00:00
CAP-E5A863D04011,Report File Path,false,true,true,true,true,true,true,6,7,SOURCE,PARTIALLY_EVIDENCED,P0_CRITICAL,UI_PARTIAL,REAL_LIVE,2026-08-01T11:05:40.796869+00:00
CAP-212E6DC3A3DB,Require Admin,false,true,true,true,true,true,true,6,7,SOURCE,PARTIALLY_EVIDENCED,P0_CRITICAL,UI_PARTIAL,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-24B10225D49C,Require Admin,false,true,true,true,true,true,true,6,7,SOURCE,PARTIALLY_EVIDENCED,P0_CRITICAL,UI_PARTIAL,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-43DC89894352,Require Admin,false,true,true,true,true,true,true,6,7,SOURCE,PARTIALLY_EVIDENCED,P0_CRITICAL,UI_PARTIAL,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-996E29239712,Require Admin,false,true,true,false,true,true,true,5,7,SOURCE|REAL_DATA,PARTIALLY_EVIDENCED,P0_CRITICAL,UI_PARTIAL,UNKNOWN,2026-07-31T22:08:07Z
CAP-5DA08FFCB1E8,Requires Decision Access,false,true,true,true,true,true,true,6,7,SOURCE,PARTIALLY_EVIDENCED,P0_CRITICAL,UI_PARTIAL,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-B9DDB970C292,Resolve Cot Asset Mapping,false,true,true,true,true,true,true,6,7,SOURCE,PARTIALLY_EVIDENCED,P0_CRITICAL,UI_PARTIAL,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-2ED1FB8B8919,Restore Decision From Layers If False Neutral,false,true,true,true,true,true,true,6,7,SOURCE,PARTIALLY_EVIDENCED,P0_CRITICAL,SERVICE_CONNECTED,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-119888657162,Row To Decision,false,true,true,true,true,true,true,6,7,SOURCE,PARTIALLY_EVIDENCED,P0_CRITICAL,UI_PARTIAL,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-7DC9056619BD,Safe Session User,false,true,true,true,true,true,true,6,7,SOURCE,PARTIALLY_EVIDENCED,P0_CRITICAL,UI_PARTIAL,REAL_SNAPSHOT,2026-07-31T22:08:07Z
CAP-20C44DAA9628,Save Governance Mode,false,true,true,true,true,true,true,6,7,SOURCE,PARTIALLY_EVIDENCED,P0_CRITICAL,SERVICE_CONNECTED,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-7790D40220E7,Scenario Service,false,true,true,true,true,true,true,6,7,SOURCE,PARTIALLY_EVIDENCED,P0_CRITICAL,UI_PARTIAL,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-DA166447891B,Status From Score,false,true,true,true,true,true,true,6,7,SOURCE,PARTIALLY_EVIDENCED,P0_CRITICAL,UI_PARTIAL,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-FABD911344A4,Sync Admin Users Json Safe,false,true,true,true,true,true,true,6,7,SOURCE,PARTIALLY_EVIDENCED,P0_CRITICAL,UI_PARTIAL,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-5FE4CAD204BC,Tdl Lab Engine,false,true,true,true,true,true,true,6,7,SOURCE,PARTIALLY_EVIDENCED,P0_CRITICAL,UI_PARTIAL,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-D720DF9D097F,Test Clamps Score To 100,false,true,true,true,true,true,true,6,7,SOURCE,PARTIALLY_EVIDENCED,P0_CRITICAL,SOURCE_IDENTIFIED,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-DB9A1015BFEC,Test Clamps Score To Zero,false,true,true,true,true,true,true,6,7,SOURCE,PARTIALLY_EVIDENCED,P0_CRITICAL,SOURCE_IDENTIFIED,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-C30ED71E7598,Test Cot No Execution,false,true,true,true,true,true,true,6,7,SOURCE,PARTIALLY_EVIDENCED,P0_CRITICAL,UI_PARTIAL,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-76B70495D201,Test Cot Spine,false,true,true,true,true,true,true,6,7,SOURCE,PARTIALLY_EVIDENCED,P0_CRITICAL,UI_PARTIAL,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-1B6E6543D240,Test Cot V61 Storage,false,true,true,true,true,true,true,6,7,SOURCE,PARTIALLY_EVIDENCED,P0_CRITICAL,UI_PARTIAL,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-46029BDD33D3,Test Macro Negative Effect Reduces Score,false,true,true,true,true,true,true,6,7,SOURCE,PARTIALLY_EVIDENCED,P0_CRITICAL,SOURCE_IDENTIFIED,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-7C8F6B1D672F,Test Macro Quality Stack Effect,false,true,true,true,true,true,true,6,7,SOURCE,PARTIALLY_EVIDENCED,P0_CRITICAL,SOURCE_IDENTIFIED,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-46527B2F0652,Test Ndsp Fix Direct Trade Execution Key Tdl V2,false,true,true,true,true,true,true,6,7,SOURCE,PARTIALLY_EVIDENCED,P0_CRITICAL,SOURCE_IDENTIFIED,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-AA5A5B9114A2,Test Ndsp Python Decision Governance V1,false,true,true,true,true,true,true,6,7,SOURCE,PARTIALLY_EVIDENCED,P0_CRITICAL,SOURCE_IDENTIFIED,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-A88B21563C34,Test Ndsp Python Tdl V2 Decision Outputs,false,true,true,true,true,true,true,6,7,SOURCE,PARTIALLY_EVIDENCED,P0_CRITICAL,SOURCE_IDENTIFIED,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-8A41EB527D76,Test Quality Effect Values,false,true,true,true,true,true,true,6,7,SOURCE,PARTIALLY_EVIDENCED,P0_CRITICAL,SOURCE_IDENTIFIED,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-2CCF288AB3A6,Test Snapshot Evaluates Through Existing Cot Engine,false,true,true,true,true,true,true,6,7,SOURCE,PARTIALLY_EVIDENCED,P0_CRITICAL,UI_PARTIAL,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-B13D2E033AA3,Use Market,false,true,true,true,true,true,true,6,7,SOURCE,PARTIALLY_EVIDENCED,P0_CRITICAL,UI_PARTIAL,REAL_LIVE,2026-08-01T11:05:40.796869+00:00
CAP-546A1A38604F,User By Id Or Email,false,true,true,true,true,true,true,6,7,SOURCE,PARTIALLY_EVIDENCED,P0_CRITICAL,UI_PARTIAL,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-834DF8F1DE14,User From Auth Me,false,true,true,true,true,true,true,6,7,SOURCE,PARTIALLY_EVIDENCED,P0_CRITICAL,UI_PARTIAL,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-EF7009376528,User From Jwt,false,true,true,true,true,true,true,6,7,SOURCE,PARTIALLY_EVIDENCED,P0_CRITICAL,UI_PARTIAL,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-61B414613C07,User From Sessions,false,true,true,true,true,true,true,6,7,SOURCE,PARTIALLY_EVIDENCED,P0_CRITICAL,UI_PARTIAL,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-794EA0FC771F,User Test,false,true,true,true,true,true,true,6,7,SOURCE,PARTIALLY_EVIDENCED,P0_CRITICAL,UI_PARTIAL,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-354A758262E8,V40 Shape Decision Payload,false,true,true,true,true,true,true,6,7,SOURCE,PARTIALLY_EVIDENCED,P0_CRITICAL,UI_PARTIAL,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-84FF68BA9542,V46 Internal Authorized,false,true,true,true,true,true,true,6,7,SOURCE,PARTIALLY_EVIDENCED,P0_CRITICAL,UI_PARTIAL,REAL_SNAPSHOT,2026-07-31T22:08:07Z
CAP-62833B1E9F54,V461 Can Retry Market,false,true,true,true,true,true,true,6,7,SOURCE,PARTIALLY_EVIDENCED,P0_CRITICAL,UI_PARTIAL,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-85BB71BCB158,V461 Market Path,false,true,true,true,true,true,true,6,7,SOURCE,PARTIALLY_EVIDENCED,P0_CRITICAL,UI_PARTIAL,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-156AED7A28CE,V461 Retry Market,false,true,true,true,true,true,true,6,7,SOURCE,PARTIALLY_EVIDENCED,P0_CRITICAL,UI_PARTIAL,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-704639CE50C9,Validate Decision,false,true,true,true,true,true,true,6,7,SOURCE,PARTIALLY_EVIDENCED,P0_CRITICAL,SOURCE_IDENTIFIED,REAL_LIVE,2026-08-01T11:05:40.796869+00:00
CAP-1818863D4B3D,Validate Market Response,false,true,true,true,true,true,true,6,7,SOURCE,PARTIALLY_EVIDENCED,P0_CRITICAL,UI_PARTIAL,REAL_LIVE,2026-08-01T11:05:40.796869+00:00
CAP-2038C387452F,Write Report,false,true,true,true,true,true,true,6,7,SOURCE,PARTIALLY_EVIDENCED,P0_CRITICAL,UI_PARTIAL,REAL_LIVE,2026-08-01T11:05:40.796869+00:00
CAP-B7B141CE6F45,Activate Subscription,false,true,true,true,true,true,true,6,7,SOURCE,PARTIALLY_EVIDENCED,P0_CRITICAL,UI_PARTIAL,REAL_LIVE,2026-08-01T11:05:40.796869+00:00
CAP-E7E2EB1C570D,Activate User By Token,false,true,true,true,true,true,true,6,7,SOURCE,PARTIALLY_EVIDENCED,P0_CRITICAL,UI_PARTIAL,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-27F8705FBD92,Active Trial,false,true,true,true,true,true,true,6,7,SOURCE,PARTIALLY_EVIDENCED,P0_CRITICAL,UI_PARTIAL,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-57FACA283877,Admin Mail To,false,true,true,true,true,true,true,6,7,SOURCE,PARTIALLY_EVIDENCED,P0_CRITICAL,UI_PARTIAL,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-B4428CF8E186,Attach Tdl Trade Horizon Addons,false,true,true,true,true,true,true,6,7,SOURCE,PARTIALLY_EVIDENCED,P0_CRITICAL,SOURCE_IDENTIFIED,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-ACFDAF4DAD5E,Auth,false,true,true,true,true,true,true,6,7,SOURCE,PARTIALLY_EVIDENCED,P0_CRITICAL,UI_PARTIAL,REAL_SNAPSHOT,2026-07-31T23:17:31Z
CAP-784548F2FDAD,Authorize,false,true,true,true,true,true,true,6,7,SOURCE,PARTIALLY_EVIDENCED,P0_CRITICAL,UI_PARTIAL,REAL_SNAPSHOT,2026-07-31T23:17:31Z
CAP-DF54F83FC9EB,Authorize,false,true,true,true,true,true,true,6,7,SOURCE,PARTIALLY_EVIDENCED,P0_CRITICAL,UI_PARTIAL,REAL_SNAPSHOT,2026-07-31T23:17:31Z
CAP-0C985C4FB835,Candidate Score,false,true,true,true,true,true,true,6,7,SOURCE,PARTIALLY_EVIDENCED,P0_CRITICAL,UI_PARTIAL,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-393D853966BA,Candidate Score,false,true,true,true,true,true,true,6,7,SOURCE,PARTIALLY_EVIDENCED,P0_CRITICAL,UI_PARTIAL,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-5930A90FD873,Canvas Signal,false,true,true,true,true,true,true,6,7,SOURCE,PARTIALLY_EVIDENCED,P0_CRITICAL,UI_PARTIAL,REAL_LIVE,2026-08-01T11:05:40.796869+00:00
CAP-587C4D012ECD,Completed Decisions Panel V37,false,true,true,true,true,true,true,6,7,SOURCE,PARTIALLY_EVIDENCED,P0_CRITICAL,UI_PARTIAL,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-7221B578D5AA,Compute Tdl Trade Horizon Addons,false,true,true,true,true,true,true,6,7,SOURCE,PARTIALLY_EVIDENCED,P0_CRITICAL,SOURCE_IDENTIFIED,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-59F16279C194,Conflict Engine,false,true,true,true,true,true,true,6,7,SOURCE,PARTIALLY_EVIDENCED,P0_CRITICAL,SOURCE_IDENTIFIED,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-39A4FC2ADB6A,Context Engines,false,true,true,true,true,true,true,6,7,SOURCE,PARTIALLY_EVIDENCED,P0_CRITICAL,SOURCE_IDENTIFIED,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-AEB35386E738,Cot Validity,false,true,true,true,true,true,true,6,7,SOURCE,PARTIALLY_EVIDENCED,P0_CRITICAL,UI_PARTIAL,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-FC41FDD8C092,Create Trial Guard,false,true,true,true,true,true,true,6,7,SOURCE,PARTIALLY_EVIDENCED,P0_CRITICAL,UI_PARTIAL,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-987DAC51EA7A,Current Authority Key,false,true,true,true,true,true,true,6,7,SOURCE,PARTIALLY_EVIDENCED,P0_CRITICAL,SOURCE_IDENTIFIED,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-E0A94B5D377B,Decision Card V37,false,true,true,true,true,true,true,6,7,SOURCE,PARTIALLY_EVIDENCED,P0_CRITICAL,UI_PARTIAL,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-C1DB36617501,Decision Explanation Contract V129,false,true,true,true,true,true,true,6,7,SOURCE,PARTIALLY_EVIDENCED,P0_CRITICAL,UI_PARTIAL,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-FF04A3FFA67C,Decision From Entry,false,true,true,true,true,true,true,6,7,SOURCE,PARTIALLY_EVIDENCED,P0_CRITICAL,UI_PARTIAL,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-CEBA8D26224F,Decision Ledger,false,true,true,true,true,true,true,6,7,SOURCE,PARTIALLY_EVIDENCED,P0_CRITICAL,SOURCE_IDENTIFIED,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-12E31072A87A,Decision Page,false,true,true,true,true,true,true,6,7,SOURCE,PARTIALLY_EVIDENCED,P0_CRITICAL,UI_PARTIAL,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-2E1E7FA99FCC,Decision State,false,true,true,true,true,true,true,6,7,SOURCE,PARTIALLY_EVIDENCED,P0_CRITICAL,UI_PARTIAL,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-984BE24F14FF,Decision Summary Cards,false,true,true,true,true,true,true,6,7,SOURCE,PARTIALLY_EVIDENCED,P0_CRITICAL,UI_PARTIAL,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-74B246794B32,Decision Summary Cards Legacy V125,false,true,true,true,true,true,true,6,7,SOURCE,PARTIALLY_EVIDENCED,P0_CRITICAL,UI_PARTIAL,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-FB4432B956FA,Decision Trace Attributes,false,true,true,true,true,true,true,6,7,SOURCE,PARTIALLY_EVIDENCED,P0_CRITICAL,SOURCE_IDENTIFIED,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-790CBD0E1BCE,Delete User Dependencies,false,true,true,true,true,true,true,6,7,SOURCE,PARTIALLY_EVIDENCED,P0_CRITICAL,UI_PARTIAL,REAL_SNAPSHOT,2026-07-31T23:17:31Z
CAP-24225EF8944D,Embedded Decision Layer Summary V134,false,true,true,true,true,true,true,6,7,SOURCE,PARTIALLY_EVIDENCED,P0_CRITICAL,UI_PARTIAL,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
