source_kind,locator,materialized_path,sha256,bytes,modified_epoch,modified_iso,read_function_kind,write_function_kind,import_count,imports,secret_scan,ast_valid,score,selected,selection_reason
primary_local_worktree,/home/nawaf511/empire-core-new/backend/runtime/private_governance/final_extra_snapshot/tdl_v2_policy.py,/home/nawaf511/empire-core-new/backend/runtime/private_governance/final_extra_snapshot/tdl_v2_policy.py,916fd5074c00ea149e418166b0700ca188d68f5f404bd18b839a63a2324aa3a7,8479,1778954578.0,2026-05-16T18:02:58+00:00,sync,sync,5,__future__|datetime|json|pathlib|typing,PASS,True,21689,True,"highest deterministic score among AST-valid, secret-safe, SHA-256-deduplicated candidates"
