capability_id,capability_name,data_source,data_state,accepted_probe_url,connector_candidate_count,top_connector_files,http_exit_code,http_status,content_type,payload_bytes,json_valid,root_type,root_item_count,top_level_keys,freshness_observed,root_causes,root_cause_count,closure_state,human_confirmation_required
CAP-4FF90CCC6DFE,Tdl V2 Policy Admin,UNKNOWN,UNKNOWN,,20,backend/tests/pr028-quick-wins-contracts.test.cjs|backend/ndsp_admin_ui_proxy.cjs|backend/app/api/v1/frontend_contract.py|backend/ndsp_admin_actions_gateway.cjs|backend/ndsp_api_compat_gateway.cjs|backend/ndsp_trial_register_gateway.cjs|backend/ndsp_user_dashboard_gateway.cjs|backend/ndsp_admin_extension.cjs|backend/ndsp_admin_users_official_readonly.cjs|backend/ndsp_layer_name_masking_policy.cjs,,,,0,false,,0,,false,EXPLICIT_DATA_SOURCE_MISSING|REAL_DATA_STATE_MISSING|ENDPOINT_NOT_RESPONSIVE|PAYLOAD_EMPTY|PAYLOAD_NOT_JSON,5,REMAINS_OPEN,true
CAP-8A9DD9B6E7D5,Tdl V2 Policy Admin,UNKNOWN,UNKNOWN,,20,backend/tests/pr028-quick-wins-contracts.test.cjs|backend/ndsp_admin_ui_proxy.cjs|backend/app/api/v1/frontend_contract.py|backend/ndsp_admin_actions_gateway.cjs|backend/ndsp_api_compat_gateway.cjs|backend/ndsp_trial_register_gateway.cjs|backend/ndsp_user_dashboard_gateway.cjs|backend/ndsp_admin_extension.cjs|backend/ndsp_admin_users_official_readonly.cjs|backend/ndsp_layer_name_masking_policy.cjs,,,,0,false,,0,,false,EXPLICIT_DATA_SOURCE_MISSING|REAL_DATA_STATE_MISSING|ENDPOINT_NOT_RESPONSIVE|PAYLOAD_EMPTY|PAYLOAD_NOT_JSON,5,REMAINS_OPEN,true
