LOCAL_FORGOT_PORT_9027_/api/auth/forgot-password	200	http://127.0.0.1:9027/api/auth/forgot-password
LOCAL_FORGOT_PORT_9027_/api/forgot-password	404	http://127.0.0.1:9027/api/forgot-password
LOCAL_FORGOT_PORT_9027_/forgot-password	404	http://127.0.0.1:9027/forgot-password
LOCAL_FORGOT_PORT_9027_/auth/forgot-password	404	http://127.0.0.1:9027/auth/forgot-password
LOCAL_RESET_PORT_9027_/api/auth/reset-password	400	http://127.0.0.1:9027/api/auth/reset-password
LOCAL_RESET_PORT_9027_/api/reset-password	404	http://127.0.0.1:9027/api/reset-password
LOCAL_RESET_PORT_9027_/reset-password	404	http://127.0.0.1:9027/reset-password
LOCAL_RESET_PORT_9027_/auth/reset-password	404	http://127.0.0.1:9027/auth/reset-password
LOCAL_HEALTH_PORT_9027	404	http://127.0.0.1:9027/health
PUBLIC_FORGOT_https://my.ndsp.app_/api/auth/forgot-password	404	https://my.ndsp.app/api/auth/forgot-password
PUBLIC_FORGOT_https://my.ndsp.app_/api/forgot-password	501	https://my.ndsp.app/api/forgot-password
PUBLIC_RESET_https://my.ndsp.app_/api/auth/reset-password	404	https://my.ndsp.app/api/auth/reset-password
PUBLIC_RESET_https://my.ndsp.app_/api/reset-password	501	https://my.ndsp.app/api/reset-password
PUBLIC_FORGOT_https://api.ndsp.app_/api/auth/forgot-password	200	https://api.ndsp.app/api/auth/forgot-password
PUBLIC_FORGOT_https://api.ndsp.app_/api/forgot-password	501	https://api.ndsp.app/api/forgot-password
PUBLIC_RESET_https://api.ndsp.app_/api/auth/reset-password	400	https://api.ndsp.app/api/auth/reset-password
PUBLIC_RESET_https://api.ndsp.app_/api/reset-password	501	https://api.ndsp.app/api/reset-password
PUBLIC_FORGOT_https://ndsp.app_/api/auth/forgot-password	405	https://ndsp.app/api/auth/forgot-password
PUBLIC_FORGOT_https://ndsp.app_/api/forgot-password	405	https://ndsp.app/api/forgot-password
PUBLIC_RESET_https://ndsp.app_/api/auth/reset-password	405	https://ndsp.app/api/auth/reset-password
PUBLIC_RESET_https://ndsp.app_/api/reset-password	405	https://ndsp.app/api/reset-password
