batch_id,capability_id,capability_name,p0_signature,service_required,endpoint_required,real_data_required,service_evidence_found,endpoint_evidence_found,real_data_evidence_found,candidate_count,selected_evidence_paths,machine_closed,human_confirmation_required
B18_ENDPOINT_ONLY,CAP-156AED7A28CE,V461 Retry Market,ENDPOINT_ONLY,false,true,false,true,true,true,367,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,true,true
B18_ENDPOINT_ONLY,CAP-16BC3B472E5B,Sync Admin Users Json Safe,ENDPOINT_ONLY,false,true,false,true,true,true,372,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,true,true
B18_ENDPOINT_ONLY,CAP-207978A2050E,Activate User By Token,ENDPOINT_ONLY,false,true,false,true,true,true,345,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,true,true
B18_ENDPOINT_ONLY,CAP-20C44DAA9628,Save Governance Mode,ENDPOINT_ONLY,false,true,false,true,true,true,389,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,true,true
B18_ENDPOINT_ONLY,CAP-2885DFC3A9EA,Log Decision,ENDPOINT_ONLY,false,true,false,true,true,true,394,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,true,true
B18_ENDPOINT_ONLY,CAP-354A758262E8,V40 Shape Decision Payload,ENDPOINT_ONLY,false,true,false,true,true,true,364,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,true,true
B18_ENDPOINT_ONLY,CAP-3836195F0EC6,Forward To Trial Gateway,ENDPOINT_ONLY,false,true,false,true,true,true,192,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,true,true
B18_ENDPOINT_ONLY,CAP-399F19D9DFDF,Governance Mode Public,ENDPOINT_ONLY,false,true,false,true,true,true,390,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,true,true
B18_ENDPOINT_ONLY,CAP-3CAAC6E360D3,Authorize Decision Request,ENDPOINT_ONLY,false,true,false,true,true,true,428,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,true,true
B18_ENDPOINT_ONLY,CAP-423A0277D2B0,Parse Quality,ENDPOINT_ONLY,false,true,false,true,true,true,369,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,true,true
B18_ENDPOINT_ONLY,CAP-439EB8A1AE69,Admin Mail To,ENDPOINT_ONLY,false,true,false,true,true,true,361,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,true,true
B18_ENDPOINT_ONLY,CAP-546A1A38604F,User By Id Or Email,ENDPOINT_ONLY,false,true,false,true,true,true,371,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,true,true
B18_ENDPOINT_ONLY,CAP-546C65CAA1A3,Insert User,ENDPOINT_ONLY,false,true,false,true,true,true,366,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,true,true
B18_ENDPOINT_ONLY,CAP-54BED56B7320,Normalize User,ENDPOINT_ONLY,false,true,false,true,true,true,370,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,true,true
B18_ENDPOINT_ONLY,CAP-571585E11A87,Gateway Auth Me,ENDPOINT_ONLY,false,true,false,true,true,true,375,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,true,true
B18_ENDPOINT_ONLY,CAP-57FACA283877,Admin Mail To,ENDPOINT_ONLY,false,true,false,true,true,true,372,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,true,true
B18_ENDPOINT_ONLY,CAP-5DA08FFCB1E8,Requires Decision Access,ENDPOINT_ONLY,false,true,false,true,true,true,359,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,true,true
B18_ENDPOINT_ONLY,CAP-61B414613C07,User From Sessions,ENDPOINT_ONLY,false,true,false,true,true,true,399,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,true,true
B18_ENDPOINT_ONLY,CAP-61D78BDE704F,Ensure Governance Mode File,ENDPOINT_ONLY,false,true,false,true,true,true,389,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,true,true
B18_ENDPOINT_ONLY,CAP-62833B1E9F54,V461 Can Retry Market,ENDPOINT_ONLY,false,true,false,true,true,true,367,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,true,true
