batch_id,capability_id,capability_name,p0_signature,closure_state,selected_evidence_paths,service_gap_remaining,endpoint_gap_remaining,real_data_gap_remaining,human_confirmation_required,ui_complete_created
B18_ENDPOINT_ONLY,CAP-156AED7A28CE,V461 Retry Market,ENDPOINT_ONLY,CLOSED_MACHINE_EVIDENCE_FOUND,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,false,false,false,true,false
B18_ENDPOINT_ONLY,CAP-16BC3B472E5B,Sync Admin Users Json Safe,ENDPOINT_ONLY,CLOSED_MACHINE_EVIDENCE_FOUND,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,false,false,false,true,false
B18_ENDPOINT_ONLY,CAP-207978A2050E,Activate User By Token,ENDPOINT_ONLY,CLOSED_MACHINE_EVIDENCE_FOUND,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,false,false,false,true,false
B18_ENDPOINT_ONLY,CAP-20C44DAA9628,Save Governance Mode,ENDPOINT_ONLY,CLOSED_MACHINE_EVIDENCE_FOUND,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,false,false,false,true,false
B18_ENDPOINT_ONLY,CAP-2885DFC3A9EA,Log Decision,ENDPOINT_ONLY,CLOSED_MACHINE_EVIDENCE_FOUND,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,false,false,false,true,false
B18_ENDPOINT_ONLY,CAP-354A758262E8,V40 Shape Decision Payload,ENDPOINT_ONLY,CLOSED_MACHINE_EVIDENCE_FOUND,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,false,false,false,true,false
B18_ENDPOINT_ONLY,CAP-3836195F0EC6,Forward To Trial Gateway,ENDPOINT_ONLY,CLOSED_MACHINE_EVIDENCE_FOUND,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,false,false,false,true,false
B18_ENDPOINT_ONLY,CAP-399F19D9DFDF,Governance Mode Public,ENDPOINT_ONLY,CLOSED_MACHINE_EVIDENCE_FOUND,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,false,false,false,true,false
B18_ENDPOINT_ONLY,CAP-3CAAC6E360D3,Authorize Decision Request,ENDPOINT_ONLY,CLOSED_MACHINE_EVIDENCE_FOUND,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,false,false,false,true,false
B18_ENDPOINT_ONLY,CAP-423A0277D2B0,Parse Quality,ENDPOINT_ONLY,CLOSED_MACHINE_EVIDENCE_FOUND,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,false,false,false,true,false
B18_ENDPOINT_ONLY,CAP-439EB8A1AE69,Admin Mail To,ENDPOINT_ONLY,CLOSED_MACHINE_EVIDENCE_FOUND,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,false,false,false,true,false
B18_ENDPOINT_ONLY,CAP-546A1A38604F,User By Id Or Email,ENDPOINT_ONLY,CLOSED_MACHINE_EVIDENCE_FOUND,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,false,false,false,true,false
B18_ENDPOINT_ONLY,CAP-546C65CAA1A3,Insert User,ENDPOINT_ONLY,CLOSED_MACHINE_EVIDENCE_FOUND,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,false,false,false,true,false
B18_ENDPOINT_ONLY,CAP-54BED56B7320,Normalize User,ENDPOINT_ONLY,CLOSED_MACHINE_EVIDENCE_FOUND,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,false,false,false,true,false
B18_ENDPOINT_ONLY,CAP-571585E11A87,Gateway Auth Me,ENDPOINT_ONLY,CLOSED_MACHINE_EVIDENCE_FOUND,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,false,false,false,true,false
B18_ENDPOINT_ONLY,CAP-57FACA283877,Admin Mail To,ENDPOINT_ONLY,CLOSED_MACHINE_EVIDENCE_FOUND,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,false,false,false,true,false
B18_ENDPOINT_ONLY,CAP-5DA08FFCB1E8,Requires Decision Access,ENDPOINT_ONLY,CLOSED_MACHINE_EVIDENCE_FOUND,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,false,false,false,true,false
B18_ENDPOINT_ONLY,CAP-61B414613C07,User From Sessions,ENDPOINT_ONLY,CLOSED_MACHINE_EVIDENCE_FOUND,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,false,false,false,true,false
B18_ENDPOINT_ONLY,CAP-61D78BDE704F,Ensure Governance Mode File,ENDPOINT_ONLY,CLOSED_MACHINE_EVIDENCE_FOUND,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,false,false,false,true,false
B18_ENDPOINT_ONLY,CAP-62833B1E9F54,V461 Can Retry Market,ENDPOINT_ONLY,CLOSED_MACHINE_EVIDENCE_FOUND,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,false,false,false,true,false
B18_ENDPOINT_ONLY,CAP-695108C486EF,Derive Timing Authority,ENDPOINT_ONLY,CLOSED_MACHINE_EVIDENCE_FOUND,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,false,false,false,true,false
B18_ENDPOINT_ONLY,CAP-6D3062BEB048,Ndsp Live Market Adapter,ENDPOINT_ONLY,CLOSED_MACHINE_EVIDENCE_FOUND,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,false,false,false,true,false
B18_ENDPOINT_ONLY,CAP-74877E98A816,Load Governance Mode,ENDPOINT_ONLY,CLOSED_MACHINE_EVIDENCE_FOUND,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,false,false,false,true,false
B18_ENDPOINT_ONLY,CAP-793DD4598CE0,Get Market Payload,ENDPOINT_ONLY,CLOSED_MACHINE_EVIDENCE_FOUND,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,false,false,false,true,false
