batch_id,capability_id,capability_name,p0_signature,service_required,endpoint_required,real_data_required,service_evidence_found,endpoint_evidence_found,real_data_evidence_found,candidate_count,selected_evidence_paths,machine_closed,human_confirmation_required
B03_SERVICE_ENDPOINT_REAL_DATA,CAP-9CE3E0097964,Legacy Structure.Test,SERVICE_ENDPOINT_REAL_DATA,true,true,true,true,true,true,238,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,true,true
B03_SERVICE_ENDPOINT_REAL_DATA,CAP-9EBA342E67D3,Cot Group Result,SERVICE_ENDPOINT_REAL_DATA,true,true,true,true,true,true,164,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,true,true
B03_SERVICE_ENDPOINT_REAL_DATA,CAP-A7ABC91DE76D,Layer Orchestrator V2,SERVICE_ENDPOINT_REAL_DATA,true,true,true,true,true,true,134,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,true,true
B03_SERVICE_ENDPOINT_REAL_DATA,CAP-A8D7E661F420,Cot Intelligence Engine,SERVICE_ENDPOINT_REAL_DATA,true,true,true,true,true,true,141,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,true,true
B03_SERVICE_ENDPOINT_REAL_DATA,CAP-A98D5DB42F71,L05 Divergence Engine,SERVICE_ENDPOINT_REAL_DATA,true,true,true,true,true,true,160,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,true,true
B03_SERVICE_ENDPOINT_REAL_DATA,CAP-ABBB5A76429B,Cftc Auto Provider,SERVICE_ENDPOINT_REAL_DATA,true,true,true,true,true,true,142,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,true,true
B03_SERVICE_ENDPOINT_REAL_DATA,CAP-AE455CB3C917,Get User Trial Record,SERVICE_ENDPOINT_REAL_DATA,true,true,true,true,true,true,236,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,true,true
B03_SERVICE_ENDPOINT_REAL_DATA,CAP-AEB35386E738,Cot Validity,SERVICE_ENDPOINT_REAL_DATA,true,true,true,true,true,true,168,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,true,true
B03_SERVICE_ENDPOINT_REAL_DATA,CAP-B4428CF8E186,Attach Tdl Trade Horizon Addons,SERVICE_ENDPOINT_REAL_DATA,true,true,true,true,true,true,131,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,true,true
B03_SERVICE_ENDPOINT_REAL_DATA,CAP-B4893A636311,Entitlement Decision,SERVICE_ENDPOINT_REAL_DATA,true,true,true,true,true,true,283,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,true,true
B03_SERVICE_ENDPOINT_REAL_DATA,CAP-B605828A4A25,Explain Decision,SERVICE_ENDPOINT_REAL_DATA,true,true,true,true,true,true,169,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,true,true
B03_SERVICE_ENDPOINT_REAL_DATA,CAP-B6E807178F84,Evaluate Completed Decision,SERVICE_ENDPOINT_REAL_DATA,true,true,true,true,true,true,174,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,true,true
