batch_id,capability_id,capability_name,p0_signature,service_required,endpoint_required,real_data_required,service_evidence_found,endpoint_evidence_found,real_data_evidence_found,candidate_count,selected_evidence_paths,machine_closed,human_confirmation_required
B01_SERVICE_ENDPOINT_REAL_DATA,CAP-03073B90064B,Cot Intelligence Result,SERVICE_ENDPOINT_REAL_DATA,true,true,true,true,true,true,158,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,true,true
B01_SERVICE_ENDPOINT_REAL_DATA,CAP-045CDA0A73DF,Narrative Engine,SERVICE_ENDPOINT_REAL_DATA,true,true,true,true,true,true,135,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,true,true
B01_SERVICE_ENDPOINT_REAL_DATA,CAP-08273C63D4D2,Quality Result,SERVICE_ENDPOINT_REAL_DATA,true,true,true,true,true,true,169,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,true,true
B01_SERVICE_ENDPOINT_REAL_DATA,CAP-09BC17001F61,Cot Snapshot,SERVICE_ENDPOINT_REAL_DATA,true,true,true,true,true,true,130,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,true,true
B01_SERVICE_ENDPOINT_REAL_DATA,CAP-0FFED1B1BA78,Evaluate Golden Signals,SERVICE_ENDPOINT_REAL_DATA,true,true,true,true,true,true,152,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,true,true
B01_SERVICE_ENDPOINT_REAL_DATA,CAP-1103369520D4,Cot Asset Mapping,SERVICE_ENDPOINT_REAL_DATA,true,true,true,true,true,true,152,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,true,true
B01_SERVICE_ENDPOINT_REAL_DATA,CAP-1C960FEE24EA,Version Registry,SERVICE_ENDPOINT_REAL_DATA,true,true,true,true,true,true,226,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,true,true
B01_SERVICE_ENDPOINT_REAL_DATA,CAP-1E0E3F4C57D1,L16 Decision Readiness State Machine,SERVICE_ENDPOINT_REAL_DATA,true,true,true,true,true,true,246,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,true,true
B01_SERVICE_ENDPOINT_REAL_DATA,CAP-271C117DF5B2,Trial Payload,SERVICE_ENDPOINT_REAL_DATA,true,true,true,true,true,true,269,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,true,true
B01_SERVICE_ENDPOINT_REAL_DATA,CAP-27F8705FBD92,Active Trial,SERVICE_ENDPOINT_REAL_DATA,true,true,true,true,true,true,275,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,true,true
